a,a,a,AZS PW (12 msc ogólnie),sds
,Herrmann Borys,Kleiner Julien,,1
,Michale Quink,Holden Pete,,2
,Jim Hunt,Norman Byrd,,3
,Michał Korneszczuk,Krzysztof Krepeć,YK STAL Gdynia (11 msc ogólnie),11
,Jakub Pawluk,Michał Redmerski,AZS PW (12 msc ogólnie),12
,Przemek Zagórski,Piotr Juckiewicz,SKŻ Sopot (16 msc ogólnie),16
,Antonina Żółtowska,Piotr Żółtowski,SKŻ Sopot (20 msc ogólnie),20
,Marcin Józefowski,Jacek Barankiewicz,SPÓJNIA Warszawa (24 msc ogólnie) ,24
