Country,"Boat Number",Helm,Crew,Club,"Race 1","Race 2",Brutto,Netto,Place
GER,8098,"Albrecht Maisch","Frank Letsche",SGK,3,2,5,5,1
GER,8519,"Robert Wisolek","Ines Berghof",SCLW,5,1,6,6,2
GER,8562,"Wolfgang Seifert","Christian Voggeser",SCLW,1,6,7,7,3
GER,7930,"Christoph Hessel","Anette Hessel",YCU,2,5,7,7,4
GER,7661,"Christina Höll","Alexander Wilhelm",HSC,4,4,8,8,5
GER,7921,"Jochen Heydolph","Meik Schütt",SCLW,7,3,10,10,6
GER,8075,"Markus Schöning","Florian Rdest",SVM,6,9,15,15,7
GER,7442,"Nathalie Friedrich","Claudius Zeiler",SCLW,8,7,15,15,8
GER,7275,"Guido von Walter","Christof Devenoges",SCLW,9,8,17,17,9
