Country,"Boat Number",Helm,Crew,Club,"Race 1","Race 2",Brutto,Netto,Place
GER,6786,"Hendrik Reinhardt","Axel Schult",SVSF,1,2,3,3,1
GER,8385,"Martin Bernauer","Kerstin Bernauer",CNFT,2,1,3,3,2
GER,8365,"Andreas Lehmann","Robert Hanke",VsAW,3,"DNF 5",8,8,3
GER,6169,"Kati Vorwerk","Anika Kerkow",,4,"DNC 5",9,9,4
