Country,"Boat Number",Helm,Crew,Club,"Race 1",Brutto,Netto,Place
GER,8686,"Tom Swift","Lars Dehne",NRV,1,1,1,1
GER,8414,"Stefan Worm","Mathias Kaiser",RYC,2,2,2,2
GER,8531,"Michael Troch","Eckart König",SGJ,3,3,3,3
GER,8721,"Martin Seikel","Norbert Becker",PSVK,4,4,4,4
GER,8563,"Klaus Heeschen","Stefan Schmidt",WSCW,5,5,5,5
GER,8385,"Martin Bernauer","Gerrit Haaland",CNFT,6,6,6,6
GER,8657,"Georg Neulen","Bruno Landage",WYCA,7,7,7,7
GER,8550,"Tom Gosch","Jochen Gosch",ENSFV,8,8,8,8
