Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Race 6,Boat Name,Points Total,Points Netto,Place
AUS,8781,Chris Gregg,Ian Gregg,,1,1,1,2,1,[DNF 7],Crispy,13,6,1
AUS,9061,Kevin Cameron,Sam Heritage,,3,3,2,1,3,[DNF 7],Four Walls Security,19,12,2
AUS,9167,Nigel Lott,Bob Franks,,4,2,4,3,,[DNS 7],Soaked,20,15,3
AUS,8809,Justin Carey,Chris Carey,,2,4,3,4,[DNF 7],DNS 7,sCarey,27,20,4
AUS,7479,Peter Croft,Gary Rushton,,5,5,6,5,,[DNF 7],Sweaty Betty,28,25,5
AUS,9071,Richard Hyde,Lindsay Gilbert,,[DNF 7],6,5,6,DNF 7,DNF 7,Go to Red,38,31,6
