Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Boat Name,Points Total,Points Netto,Place
USA,7875,Jeff Miller,Jim Maloney,,,,,,,,,,1
USA,8083,Dave Dyson,Peter Alarie,,,,,,,,,,2
CAN,8264,Jeff Boyd,Martin tenHove,,,,,,,,,,3
