Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Boat Name,Points Total,Points Netto,Place
FRA,6731,Michel Tricard,Serge Piazza,,,,,,,,,,1
FRA,6589,Marcel Buffet,Vanier,,,,,,,,,,2
FRA,7187,Serge Gubri,Jean-Pierre de Beaumont,,,,,,,,,,3
FRA,6600,Jacques Raguet,Levrat,,,,,,,,,,4
FRA,6279,Alain Doloy,Polet,,,,,,,,,,5
FRA,7185,Bernard Paternault,Denis Guiomard,,,,,,,,,,6
FRA,5885,Christian Silvestre,Anne Delagrave,,,,,,,,,,7
FRA,7172,Gilbert Vinches,Rougier,,,,,,,,,,8
FRA,6448,Georges le Troquer,Laurent Hay,,,,,,,,,,9
FRA,6804,Bachmann,Dauer,,,,,,,,,,10
FRA,5280,Weber,Weber,,,,,,,,,,11
FRA,6963,Christian Lippi,Dufourd,,,,,,,,,,12
FRA,6811,De Gayeux,Margot,,,,,,,,,,13
FRA,6465,Sylvan Pellissier,Neuville,,,,,,,,,,14
FRA,7125,Binon,Binon,,,,,,,,,,15
FRA,6590,Bornert,Zakarian,,,,,,,,,,16
FRA,6036,Lazarou,Demoecq,,,,,,,,,,17
FRA,5965,Polet,Lafolie,,,,,,,,,,18
FRA,5977,Cossaltier,Lange,,,,,,,,,,19
FRA,7171,Patrick Bretagne,Gautier,,,,,,,,,,20
FRA,5197,Grtztf,Pascal,,,,,,,,,,21
FRA,5155,Richard Gaudry,Gaudry,,,,,,,,,,22
FRA,6830,Legond,Legond,,,,,,,,,,23
BEL,6860,Fleron,Fleron,,,,,,,,,,24
FRA,5890,Beraud,Beraud,,,,,,,,,,25
FRA,5827,Pascal,Ledoux,,,,,,,,,,26
FRA,6907,Bouichou,Bichou,,,,,,,,,,27
FRA,7139,Gerard Toupet,Fabrice Toupet,,,,,,,,,,28
