Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Boat Name,Points Total,Points Netto,Place
FRA,,Philippe Boite,Alain Boite,,,,,,1,,,,1
FRA,7171,Patrick Bretagne,Eric Levrat,,,,,,5,,,,2
FRA,,Alain Boite,Hubier,,,,,,,,,,3
FRA,,Piquemal,Emert,,,,,,,,,,4
FRA,,Boschel,Boschel,,,,,,,,,,5
FRA,,Baron,Magnon,,,,,,,,,,6
FRA,,Bouichou,Bouichou,,,,,,,,,,7
FRA,,Castargen,Damiens,,,,,,,,,,8
FRA,,Cassalte,Toude,,,,,,,,,,9
