Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Race 6,Race 7,Brutto,Netto,Place
BEL,8649,Bart Meyndonck,Chris Lehouck,VVWH,1,1,1,1,1,1,2,8,,1
FRA,8742,Philippe Noclain,Jean-Pierre Noclain,CVA,2,3,4,2,2,2,1,16,,2
BEL,8564,Geert de Pauw,Philippe Vandersteen,,4,4,2,4,4,5,3,26,,3
FRA,8565,Alain Ferec,Eric Guillot,,3,2,3,3,DNC 7,DNC 7,DNC 7,32,,4
FRA,8770,Jean-Marc Noclain,Roger Chabaud,CVA,5,5,5,OCS 7,3,3,5,33,,5
BEL,8352,Benoît Raucent,Phillippe Chevelier,ULYC,DNC 7,DNC 7,6,OCS 7,DNF 7,4,4,42,,6
