Country,"Boat Number",Helm,Crew,Club,"Race 1","Race 2",Brutto,Netto,Place
GER,8702,"Martin Handel","Till Reckert",SGK,1,1,2,2,1
GER,7661,"Christina Höll","Alexander Wilhelm",HSC,2,2,4,4,2
GER,7921,"Jochen Heydolph","Eckhard Busch",SCLW,3,3,6,6,3
GER,8518,"Klaus Eifler","Nils Burghard",SCLW,4,4,8,8,4
