Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Boat Name,Points Total,Points Netto,Place
FRA,4884,Pierre Gadel,Georges Gadel,CNM,,,,,,,,,1
FRA,4891,F. Souvestre,Patrick Ricci,CVM,,,,,,,,,2
FRA,4479,Didier Lange Berteaux,Michel Bohu,CVT,,,,,,,,,3
FRA,4390,Michel Grossain,Fasula,CNM,,,,,,,,,4
FRA,4520,Debarre,Jongh,CNM,,,,,,,,,5
FRA,4565,Bouchereau,Jaulin,CNM,,,,,,,,,6
