Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Boat Name,Points Total,Points Netto,Place
FRA,4060,Timal,Timal,-,,,,,,,,,1
FRA,4263,Godefroy,Godefroy,-,,,,,,,,,2
FRA,4513,Hildebert,Dailly,-,,,,,,,,,3
FRA,2714,Dussart,Nollet,-,,,,,,,,,4
FRA,4612,Kocherhans,Bruns,-,,,,,,,,,5
FRA,4356,Jacques Lefèvre,Michel Lefèvre,CNT,,,,,,,,,6
FRA,3253,Mortelette,Assier,-,,,,,,,,,7
