Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Race 6,Boat Name,Points Total,Points Netto,Place
GBR,9246,Michael Sims,Carl Gibbon,Carsington SC,1,1,2,3,1,[5],,13,8,1
GBR,9283,Ian Pinnell,Ian Mitchell,NSC,3,2,1,1,4,[6],,17,11,2
GBR,9136,Harvey Hillary,Archie Massey,ISC/DQSC,4,[6],3,5,2,1,,21,15,3
GBR,8935,Craig Burlton,Richard Anderton,Royal Southern YC,2,[5],4,2,5,2,,20,15,4
GBR,9104,Andy Wilde,Harry Briddon,Ogston SC,6,3,[8],8,3,3,,31,23,5
GBR,9039,Monty Ross,James Ross,Netley SC,5,4,[6],4,6,4,,29,23,6
GBR,9236,Jim Blyth,Darrel Samanjoul,Largo Bay SC,7,7,5,7,[8],7,,41,33,7
GBR,9168,Miles Odell,Max Odell,NSC,[8],8,7,6,7,8,,44,36,8
AUS,9157,Chris White,Rory Odell,NSC,9,9,[10 DNF],10 DNS,9,9,,56,46,9
