Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Boat Name,Points Total,Points Netto,Place
USA,4059,Dennis Surtees,Dave Vickland,,,,,,,,,,1
CAN,0,Doug Truscott,Jackie Truscot,,,,,,,,,,2
USA,0,Dick Deaver,Dave Beck,,,,,,,,,,3
