Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Boat Name,Points Total,Points Netto,Place
USA,9002,Mike Holt,Bruce,,1,1,1,1,,,,,
USA,8813,Jeff Miller,Mike Smith,,2,3,2,4,,,,,
USA,,Guy,Aaron,,3,2,3,6,,,,,
USA,8829,Eben Russell,Pat Diola,,4,5,5,2,,,,,
USA,,Mark,Jason,,5,6,4,3,,,,,
USA,,Michael,Mark,,7,4,6,5,,,,,
USA,,Ian O'Leary,Mark,,6,7,7,7,,,,,
