Country,"Boat Number",Helm,Crew,Club,"Race 1","Race 2","Race 3","Race 4","Race 5",Brutto,Netto,Place
GER,8851,"Wolfgang Hunger","Holger Jess",PYC,3,1,"DSQ 26",1,2,33,,1
GER,8875,"Jens Findel","Johannes Tellen",KYC,5,10,3,2,1,21,,2
GER,8670,"Martin Görge","Klaus Köhnlein",TSVS,4,6,1,8,7,26,,3
GER,8873,"Boris Herrmann","Julien Kleiner",ZSK,2,7,12,6,3,30,,4
GER,8744,"Jörg Häger","Hans-Heinrich Rix",SCB,9,5,2,7,6,29,,5
GER,8669,"Tim Böger","Thomas Jung",HSC,6,4,6,4,8,28,,6
GER,8720,"Dirk Filimonow","Lars Stöckmann",BSV,8,2,4,10,"DNC 26",50,,7
GER,8728,"Diethardt Freye","Rainer Görge",BSV,"DNC 26",3,8,3,11,51,,8
GER,8622,"Lutz Stengel","Frank Feller",ROYC,1,"DNC 26",5,5,15,52,,9
GER,8563,"Klaus Heeschen","Stefan Schmidt",WSCW,11,8,11,12,4,46,,10
GER,8675,"Volker Görge","Karsten Morf",TSVS,16,14,9,11,12,62,,11
GER,8775,"Carsten Engel","Dietmar Weigt",PSVK,13,9,14,9,14,59,,12
GER,8663,"Nørbert Dasenbrook","Sven Meier",KSW,10,17,19,15,5,66,,13
GER,8686,"Christian Niefert","Thomas Weber",BSV,15,12,15,14,9,65,,14
GER,8550,"Helen Fischer","Robert Rothe",BYC,7,22,10,18,18,75,,15
GER,8788,"Karsten Lahrs","Peter Gerdts",HYC,12,"DNC 26",13,13,16,80,,16
DEN,8807,"Franziska Unkelbach","Wolfgang Bogacki",KYC,14,16,"ZPG 26",16,10,82,,17
GER,8625,"Alex Cross","Falko Braun",SCR,19,13,16,17,13,78,,18
GER,8522,"Hannes Lehning","Christoph Fuchs",SWE,21,18,7,19,17,82,,19
GER,8730,"Jens Hufnagel","Axel Priegann",ScStM,17,11,18,20,"DNC 26",92,,20
GER,8505,"Adalbert Kluck","Gerhard Schmidt",TSVS,18,15,21,22,20,96,,21
GER,8418,"Jan Sell","Wiebke Gewinn",TUSF,22,20,20,24,19,105,,22
GER,6786,"Hendrik Reinhardt","Axel Schult",SVSF,20,19,"BFD 26",21,"DNC 26",112,,23
GER,8575,"Benjamin Bintig","Oliver Korittki",YCO,23,"DNC 26",23,23,21,116,,24
GER,8674,"Nick Dose","Andreas Poppe",,24,21,22,"DNC 26","DNC 26",119,,25
