Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Points,Place
GER,,Edi Hammer,Oliver Rebele,,,,,,,1
GER,,Bertl Eberl,Roman Zimmerling,,,,,,,2
GER,,Seifert,Seifert,,,,,,,3
,,,,,,,,,,4
,,,,,,,,,,5
,,,,,,,,,,6
,,,,,,,,,,7
,,,,,,,,,,8
,,,,,,,,,,9
,,,,,,,,,,10
,,,,,,,,,,11
,,,,,,,,,,12
,,,,,,,,,,13
,,,,,,,,,,14
,,,,,,,,,,15
,,,,,,,,,,16
,,,,,,,,,,17
,,,,,,,,,,18
,,,,,,,,,,19
,,,,,,,,,,20
,,,,,,,,,,21
