Pos,Sail  ,Skipper,,Yacht Club,Race 1,Race 2,Race 3,Race 4,Race 5,Race 6,Race 7,Race 8,Race 9,Race 10,Race 11,Race 12,Total,Pos
USA,9009,Ben Coker   ,,DIYC  ,1,1,1,[2/RET]  ,1,1,1,1,1,1,1,1,11,1
