Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Boat Name,Points Total,Points Netto,Place
USA,9095,Macy Nelson,Nick Nelson,West River,2,1,1,1,[3],Highway 95 Revisited,8,5,1
CAN,8410,Shona Moss Lovshin,Steve Lovshin/Stephen Lovshin,Nepean Sailing Club,1,[2],2,2,2,,9,7,2
USA,8883,Ben Komar,Michael Renda,West River Sailing Club,3,4,[5],4,1,Jane's Addiction,17,12,3
USA,8814,Jens Mathiesen,Ian Mathiesen,WRSC,[7],6,3,3,4,War Pig,23,16,4
USA,90951*,Kelsey Averill,Nate Barton,wrsc,4,3,[7],5,5,,24,17,5
USA,8643,Barney Harris,,WRSC & PRSA,6,[7],4,6,6,The Green New Scam,29,22,6
USA,9173,Sydney Spruill,Sterling Spruill/Sterling Spruill Jr,Hampton YC,5,5,6,[7],7,team trouble,30,23,7
