Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Boat Name,Points Total,Points Netto,Place
USA,4059,Dennis Surtees,Pip Pearson,,,,,,,,,,1
USA,4068,Ki Kaiser,Marv Schaeffer,,,,,,,,,,2
,0,A. Hammerstrom,H. Hammerstrom,,,,,,,,,,3
