Country,"Boat Number",Helm,Crew,Club,"Race 1","Race 2","Race 3","Race 4","Race 5","Race 6",Brutto,Netto,Place
FRA,8541,"Francis Doerenbecher","Alain Beltzung",CNS,1,1,2,1,1,2,8,,1
FRA,8484,"Philippe Blanchard","Carole Blattner",ACAL,2,2,1,3,5,3,16,,2
FRA,8748,"Muriel Jeanne","Gilles Carvallo",CNHS,4,5,3,4,3,4,23,,3
FRA,8455,"Marcel Buffet","Jean-Marc Paquotte",CVP,5,4,4,2,4,"OCS 9",28,,4
GER,8519,"Robert Wisolek","Oliver Paulzen",SCLW,"DNC 9",3,5,"DSQ 9",2,1,29,,5
GER,8450,"Jürgen Feuerhake","Margit Falk",YCSb,3,6,"DNC 9",7,7,6,38,,6
FRA,7941,"Jean-Pierre Peter","Benoit Blaison",ACAL,"DNC 9",7,6,6,8,7,43,,7
FRA,8415,"Alfred Grosheny","Bertrand Grosheny",YCS,"DNC 9","DNC 9","DNC 9",5,6,5,43,,8
