Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Boat Name,Points Total,Points Netto,Place
USA,4059,Dennis Surtees,Pip Pearson,,,,,,,,,,1
,0,Jim McElveen,Lloyd Betz,,,,,,,,,,2
,0,Sandy Van Zandt,P. Doherty,,,,,,,,,,3
