Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Boat Name,Points Total,Points Netto,Place
FRA,21,Jean-Baptiste Dupont,René Gautier,,1,,1,,,,,1
FRA,8,Marcel Buffet,Dominique Lambard,,2,,3,1,,,,2
FRA,331,Trompette,,,,,2,,,,,3
FRA,,,,,,,,2,,,,?
FRA,80,,,,,,,,,,,?
FRA,888,,,,,,,,,,,?
FRA,30,Moinard,,,,,,,,,,?
FRA,,,,,,,,,,,,?
FRA,,,,,,,,,,,,?
FRA,,,,,,,,,,,,?
FRA,,,,,,,,,,,,?
FRA,,,,,,,,,,,,?
