Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Brutto,Netto,Place
GER,8651,Claas Lehmann,Martin Schöler,NRV,7,1,1,1,1,11,,1
GER,8665,Jens-Peter Schlomka,Klaus Stammerjohann,TSVS,1,2,4,8,3,18,,2
GER,8669,Tim Böger,Hartwig Friedrichs,HSC,2,7,2,2,5,18,,3
GER,8725,Markus Maisenbacher,Stefan Knueppel,WVH,6,6,3,5,2,22,,4
GER,8599,Florian Duwe,Markus Keding,TSC,5,5,15,4,4,33,,5
GER,8550,Martha Hauschild,Michael Heyder,SCS,3,4,7,7,7,28,,6
GER,8590,Kurt Reincke,Carsten Hehl,HSC,8,3,6,6,8,31,,7
GER,8433,Jürgen Anton,Ulf Denecke,HSC,4,8,5,9,11,37,,8
GER,8365,Andreas Lehmann,Robert Hanke,VsAW,14,DNF 23,9,3,6,55,,9
GER,8480,Marc Köster,Christoph Köster,BSV-AT,9,11,10,11,9,50,,10
GER,8619,Steve Kwee,Thorsten Spötter,HSC,DNF 23,10,11,10,10,64,,11
GER,8575,Benjamin Bintig,Oliver Korittki,YCO,11,OCS 23,8,14,14,70,,12
GER,8730,Karsten Stümpel,Lars Lehne,HSC,10,9,12,18,16,65,,13
GER,8478,Walter Steding,Hans-Werner Steding,HSC,12,12,DNF 23,12,12,71,,14
GER,8933,Franziska Unkelbach,Thorsten Pieper,KYC,16,13,14,RAF 23,15,81,,15
GER,8744,Lutz Kandzia,Henrik Redelstroff,ASV,15,15,13,19,17,79,,16
GER,7746,Christian Lempp,Milan Plogsties,HSC,18,17,DNF 23,13,13,84,,17
GER,6767,Markus Hintz,John Christiansen,HSC,13,14,17,17,19,80,,18
GER,8098,Nicholas Melzwig,Michaela Melzwig,LRV,17,18,18,16,20,89,,19
GER,8282,Max Rauner,Kai-Holger Drews,SVTH,10,19,DNF 23,15,18,85,,20
GER,8500,Christian Henge,Matthias Fedde,OSG,19,16,16,21,21,93,,21
GER,843,Iris Anton,Julia Tanner,HSC,DNF 23,20,DNF 23,20,22,108,,22
