
"1st place: 8014,Phillip Ryan (crew) Steve Z. (skipper) 1,1,DNS,1,1,2-10 pts."
"2ndplace: 7318,Steve Peck. (crew) and Dick Peck (skipper) 2,3,1,2,2,1– 11 pts."
"3rdplace: 7204,Bill Green (crew) and Allan Wilson (skipper) DNS,2,2,3,DNS,DNS – 18pts."
