Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Boat Name,Points Total,Points Netto,Place
USA,0,Henry Schefter,,,,,,,,,,,1
USA,0,Dennis Surtees,,,,,,,,,,,2
,0,D. Ebergardt,,,,,,,,,,,3
