Event Start Date,Event End Date,Name,English Name,Races,Competitors,City,Organizer,Secretary,Arbiter,Wind direction,Wind power,Post Content,File,Series,On the water of,Country,Added date,Source,Places,,,,,
2001-10-06,2001-10-07,Finale II,,4,30,Wittensee,Wassersport-Club am Wittensee e.V.,,,,,,2001/country/germany/2001-10-07.finale-2.wittensee.GER.csv,,,GER,2023-07-14,,,,,,,
2001-10-13,2001-10-14,Petermännchen,,2,28,Schwerin,,,,,,,2001/country/germany/2001-10-14.petermannchen.schwerin.GER.csv,,,GER,2023-07-14,,,,,,,
2001-11-04,2001-11-04,Grand Slam & Berliner Meisterschaft,Berlin Championship,3,11,Berlin,Deutscher Touring Yacht-Club e.V.,,,,,,2001/country/germany/2001-11-04.berlin-championship.berlin.GER.csv,,Wannsee,GER,2021-07-07,,,,,,,
2001-11-10,2001-11-11,Letzte Helden,Last Heroes,6,10,Hamburg,,,,,,,2001/country/germany/2001-11-11.last-heroes.hamburg.GER.csv,,,GER,2023-07-14,,,,,,,
2001-11-10,2001-11-11,Möhne Cup,,4,16,Delecke,,,,,,,2001/country/germany/2001-11-11.mohne-cup.delecke.GER.csv,,Möhnesee,GER,2023-07-14,,,,,,,
2001-11-17,2001-11-18,Victoria Lake Club Cup,,5,4,Germiston,Victoria Lake Club,,,,,,2001/country/south-africa/2001-11-18.victoria-lake-club-cup.RSA.csv,,,RSA,2020-08-12,,,,,,,
2001-12-29,2002-01-05,Australian National Championships,,7,38,Sydney,,,,,,,2001/country/australia/2002-01-05.australia-national-championships.sydney.AUS.csv,National,,AUS,2024-02-09,,,,,,,
2002-01-01,2002-01-01,Australian National Championships,,,,Fremantle,,,,,,,2002/country/australia/2002.australia-national-championships.fremantle.AUS.csv,National,,AUS,2024-02-09,,,,,,,
2002-01-01,2002-01-01,CORK – Regatta,,7,15,"Kingston,ON",CORK,,,,,,2002/country/canada/2002.cork.kingston.on.CAN.csv,,,CAN,2020-11-13,,,,,,,
2002-01-01,2002-01-01,Van Rooyen Trophy,,4,8,,Transvaal Yacht Club,,,,,,2002/country/south-africa/2002.van-rooyen-trophy.RSA.csv,,,RSA,2020-08-12,,,,,,,
2002-01-12,2002-01-13,Duffin trophy,,5,9,Germiston,Victoria Lake Club,,,,,,2002/country/south-africa/2002-01-13.duffin-trophy.RSA.csv,,,RSA,2020-08-12,,,,,,,
2002-03-16,2002-03-17,Kompaßregatta,Kompass Regatta,4,18,Bevertalsperre,,,,,,,2002/country/germany/2002-03-17.kompass-regatta.bevertalsperre.GER.csv,,,GER,2021-07-03,,,,,,,
2002-03-21,2002-03-23,South African National Championship,,9,16,Vaal Dam,Aeolians Sailing Club,,,,,,2002/country/south-africa/2002-03-23.south-african-national-championship.vaal-dam.RSA.csv,National,,RSA,2020-08-12,,,,,,,
2002-03-29,2002-03-31,Cavalaire,,6,58,Cavalaire-sur-Mer,,,,,,,2002/country/france/2002-03-31.euro-cup.cavalaire.FRA.csv,Euro Cup,,FRA,2023-06-16,,,,,,,
2002-04-06,2002-04-07,Frühjahrscup,Spring Cup,4,8,Berlin,Yachtclub Berlin-Grünau e.V.,,,,,,2002/country/germany/2002-04-07.spring-cup.berlin.GER.csv,,Müggelsee,GER,2023-06-21,,,,,,,
2002-04-13,2002-04-14,Championnat du Léman,,6,8,Morges,Association Suisse,,Vincent Zanlonghi,,,,2002/country/switzerland/2002-04-14.championnat-du-leman.SUI.csv,,Genfer See,SUI,2020-08-27,,,,,,,
2002-04-13,2002-04-14,Trapezregatta,Trapeze Regatta,4,23,Wunstorf,Schaumburg Lippischer Segelverein,,,,,,2002/country/germany/2002-04-14.trapeze-regatta.wunstorf.GER.csv,,Steinhuder Meer,GER,2021-07-04,,,,,,,
2002-04-20,2002-04-21,Zwischenahn,,1,13,Zwischenahn,,,,,,,2002/country/germany/2002-04-21.zwischenahn.zwischenahn.GER.csv,,,GER,2023-06-21,,,,,,,
2002-04-27,2002-04-28,Inter Ligue,,,19,,,,,,,,2002/country/france/2002-04-28.inter-ligue.FRA.csv,,,FRA,2020-11-11,,,,,,,
2002-04-27,2002-04-28,Régional Est,Regional East,6,15,Plobsheim,,,,,,,2002/country/france/2002-04-28.regional-east.plobsheim.FRA.csv,,,FRA,2023-06-16,,,,,,,
2002-05-04,2002-05-05,Kauden Avauskisa,Season Opening Race,6,8,Tampere,,,,,,,2002/country/finland/2002-05-05.season-opening-race.tampere.FIN.csv,,,FIN,2020-11-13,,,,,,,
2002-05-04,2002-05-05,MYC Regatta Starnberg,,1,15,Starnberg,Münchner Yacht-Club e. V.,,,,,,2002/country/germany/2002-05-05.myc-regatta.starnberg.GER.csv,,Starnberger See,GER,2021-07-02,,,,,,,
2002-05-04,2002-05-05,Wittensee Fight,,4,28,Wittensee,Wassersport-Club am Wittensee e.V.,,,,,,2002/country/germany/2002-05-05.wittensee-fight.wittensee.GER.csv,,,GER,2023-06-21,,,,,,,
2002-05-05,2002-05-12,Riva del Garda,Riva Cup,3,34,Riva del Garda,,,,,,,2002/country/italy/2002-05-12.euro-cup.riva-del-garda.ITA.csv,Euro Cup,Lago di Garda,ITA,2021-07-05,,,,,,,
2002-05-08,2002-05-11,Coupe Chateau Charmail,,,32,,,,,,,,2002/country/france/2002-05-11.coupe-chetau-charmail.FRA.csv,,,FRA,2020-11-11,,,,,,,
2002-05-11,2002-05-12,Eck-Days,,6,33,Eckernförde,,,,,,,2002/country/germany/2002-05-12.eckdays.eckernfoerde.GER.csv,,,GER,2021-07-16,,,,,,,
2002-05-18,2002-05-20,39ème SIV Dériveurs,,,20,La Rochelle,,,,,,,2002/country/france/2002-05-20.siv.la-rochelle.FRA.csv,,,FRA,2020-11-11,,,,,,,
2002-05-18,2002-05-20,Pfingstbusch,Pentecost Bush,4,31,Kiel,,,,,,,2002/country/germany/2002-05-20.pentecost-bush.kiel.GER.csv,,,GER,2023-06-21,,,,,,,
2002-05-18,2002-05-20,Pfingstregatta,,3,18,Herrsching a. Ammersee,Herrschinger Segelclub e.V.,,,,,,2002/country/germany/2002-05-20.pfingstregatta.herrsching.GER.csv,,,GER,2023-06-21,,,,,,,
2002-05-25,2002-05-26,Vaasa,,,11,,,,,,,,2002/country/finland/2002-05-26.vaasa.FIN.csv,,,FIN,2020-11-13,,,,,,,
2002-05-25,2002-05-26,Warm-up Regatta,,6,8,"Windsor, ON",South Port Sailing Club,,,,,,2002/country/canada/2002-05-26.warm-up-regatta.windsor-on.CAN.csv,,,CAN,2020-08-17,,,,,,,
2002-05-30,2002-05-31,Sail Extreme,,7,8,,,,,,,,2002/country/denmark/2002.sail-extreme.DEN.csv,,,DEN,2020-08-27,,,,,,,
2002-05-31,2002-06-01,Nordiskt Mästerskap,Nordic Championship,6,10,,,,,,,,2002/country/denmark/2002.nordisk-mesterskab.DEN.csv,,,DEN,2020-08-27,,,,,,,
2002-06-01,2002-06-02,VLSC Regatta,,5,4,"Vancouver, BC",Vancouver Lake Sailing Club,,,,,,2002/country/canada/2002-06-02.vlsc-regatta.vancouver.CAN.csv,,,CAN,2023-09-04,,,,,,,
2002-06-08,2002-06-09,Küchenschlacht,Kitchen Fight,3,13,Riegsee,,,,,,,2002/country/germany/2002-06-09.kitchen-fight.riegsee.GER.csv,,,GER,2023-06-21,,,,,,,
2002-06-08,2002-06-09,Müritz Cup,,2,8,Müritz,,,,,,,2002/country/germany/2002-06-09.murtiz-cup.robel.GER.csv,,Müritzsee,GER,2023-06-23,,,,,,,
2002-06-15,2002-06-17,BP Trophy,,6,6,,Henley Midmar Yacht Club,,,,,,2002/country/south-africa/2002-06-17.bp-trophy.RSA.csv,,,RSA,2020-08-12,,,,,,,
2002-06-22,2002-06-22,Open Meeting,,5,19,Hayling Island,Hayling Island Sailing Club,,,,,,2002/country/uk/2002-06-22-open-meeting-hayling-island-GBR.csv,,,GBR,2020-07-01,,,,,,,
2002-06-22,2002-06-25,Kieler Woche,Kiel Week,6,54,Kiel,Kieler Yacht-Club e.V.,,,,,,2002/country/germany/2002-06-25.euro-cup.kieler-woche.kiel.GER.csv,Euro Cup,,GER,2023-06-23,,,,,,,
2002-06-28,2002-06-30,Eastern Canadian Championship,,9,16,"Kingston,ON",Kingston Yacht Club,,,,,,2002/country/canada/2002-06-30.eastern-canadian-championship.kingston.on.CAN.csv,,,CAN,2020-08-18,,,,,,,
2002-06-29,2002-06-30,Helsinki Regatta,,6,19,Helsinki,,,,,,,2002/country/finland/2002-06-30.helsinki-regatta.helsinki.FIN.csv,,,FIN,2020-11-13,,,,,,,
2002-06-29,2002-06-30,Werbellinsee Cup,,2,4,Werbellinsee,,,,,,,2002/country/germany/2002-06-30.werbellinsee-cup.werbellinsee.GER.csv,,,GER,2023-06-23,,,,,,,
2002-07-06,2002-07-07,Pokalregatta,,3,17,Kochel am See,Segelclub Walchensee e.V.,,,,,,2002/country/germany/2002-07-07.pokalregatta.kochel-am-see.GER.csv,,,GER,2023-06-23,,,,,,,
2002-07-06,2002-07-08,Warnemünder Woche,Warnemünder Week,4,12,Warnemünde,Warnemünder Segel-Club e. V.,,,,,65. Warnemünder Woche,2002/country/germany/2002-07-08.warnemunder-week.warnemunder.GER.csv,,,GER,2023-06-23,,,,,,,
2002-07-10,2002-07-13,Championnat de France,French Championship,7,42,Brest,,,,,,,2002/country/france/2002-07-13.french-championship.brest.FRA.csv,National,,FRA,2023-06-16,,,,,,,
2002-07-12,2002-07-12,Riksmästerskap för 505,,6,19,Landskrona,Borstahusens Segelsällskap,,,,,,2002/country/sweden/2002-07-12.europa-cup-riksmasterskap-for-505.landskrona.SWE.csv,,,SWE,2020-07-24,,,,,,,
2002-07-13,2002-07-14,5O5 Regatta,,5,13,Grömitz,,,,,,,2002/country/germany/2002-07-14.regatta.gromitz.GER.csv,,,GER,2023-06-23,,,,,,,
2002-07-20,2002-07-21,Canadian Championship,,9,10,"Squamish,BC",Kitsilano Yacht Club,Canadian 5O5 fleet 1,,Frances Cross,,,2002/country/canada/2002-07-21-canadian-champs-squamish.csv,National,,CAN,2020-08-18,,,,,,,
2002-07-20,2002-07-23,Travemünder Woche,Travemuender Week,6,34,Travemünde,Lübecker Yacht-Club e.V.,,,,,113. Travemünder Woche,2002/country/germany/2002-07-23.travemunder-woche.travemunde.GER.csv,,,GER,2023-06-23,,,,,,,
2002-07-27,2002-08-02,European Championship,,8,45,Riva del Garda,,,,,,,2002/continental/2002-08-02.european-championship.riva-del-garda.ITA.csv,"Continental,Europe,Euro Cup",Lago di Garda,ITA,2021-10-28,,,,,,,
2002-08-03,2002-08-04,Regatta,,2,9,Lyme Regis,Lyme Regis Sailing Club,,,,,,2002/country/uk/2002-08-04.regatta.lyme-regis.GBR.csv,,,GBR,2020-08-17,,,,,,,
2002-08-03,2002-08-04,Seeshaupt,,2,9,Oberlandpütz,,,,,,,2002/country/germany/2002-08-04.oberlandputz.seeshaupt.GER.csv,,Seeshaupt,GER,2023-06-27,,,,,,,
2002-08-10,2002-08-11,Saarland Meisterschaft,Saarland Championship,7,12,,,,,,,,2002/country/germany/2002-08-11.saarland-championship.GER.csv,,Bostalsee,GER,2023-06-27,,,,,,,
2002-08-17,2002-08-18,Dave Gerard Trophy,,7,6,Pretoria,Pretoria Sailing Club,,,,,,2002/country/south-africa/2002-08-18.highvelds.pretoria.RSA.csv,,,RSA,2020-08-04,,,,,,,
2002-08-25,2002-08-26,Dansk Mesterskab,Danish Championship,6,18,Hellerup,Hellerup Sejlklub,,,,,,2002/country/denmark/2002.danish-championship.hellerup.DEN.csv,National,,DEN,2020-08-27,,,,,,,
2002-08-28,2002-08-28,Hayling Island,,8,24,Hayling Island,Hayling Island Sailing Club,,,,,,2002/country/uk/2002-08-28-euro-cup-hayling-island-GBR.csv,Euro Cup,,GBR,2020-07-01,,,,,,,
2002-08-30,2002-08-31,Landskrona,,6,19,Landskrona,,,,,,,2002/country/denmark/2002.euro-cup.landskrona.DEN.csv,Euro Cup,,DEN,2020-07-24,,,,,,,
2002-09-13,2002-09-15,Internationale Deutsche Meisterschaft,Internatonal German Championship,5,62,Kiel,TSVS,,,,,,2002/country/germany/2002-09-15.internatonal-german-championship.kiel.GER.csv,National,,GER,2023-06-27,,,,,,,
2002-09-21,2002-09-22,Northvaal Championship,,11,11,Vaal Dam,Aeolians Sailing Club,,,,,,2002/country/south-africa/2002-09-22.northvaal-championships.vaal-dam.RSA.csv,,,RSA,2020-08-12,,,,,,,
2002-09-28,2002-09-29,5O5 Regatta,,3,15,Osnabrück,,,,,,,2002/country/germany/2002-09-29.regatta.osnabruck.GER.csv,,Alfsee,GER,2023-06-27,,,,,,,
2002-09-28,2002-09-29,Oktoberfestpreis,,4,19,Tutzing,,,,,,,2002/country/germany/2002-09-29.oktoberfestpreis.tutzing.GER.csv,,,GER,2023-06-27,,,,,,,
2002-10-05,2002-10-06,Finale II,,4,35,Wittensee,Wassersport-Club am Wittensee e.V.,,,,,,2002/country/germany/2002-10-06.finale-2.wittensee.GER.csv,,,GER,2023-06-27,,,,,,,
2002-10-12,2002-10-13,Petermännchen,,1,8,Schwerin,,,,,,,2002/country/germany/2002-10-13.petermannchen.schwerin.GER.csv,,,GER,2023-06-27,,,,,,,
2002-10-14,2002-10-15,Harboe Cup,,6,9,Skælskør,Skælskør Amatør-Sejlklub,,,,,,2002/country/denmark/2002.harboe.cup.DEN.csv,,,DEN,2020-08-27,,,,,,,
2002-10-19,2002-10-20,Irish Open,,3,15,Cork,Monkstown Bay Sailing Club,,,,,,2002/country/irland/2002-10-20.irish-open.cork.IRL.csv,National,,IRL,2020-08-14,,,,,,,
2002-10-25,2002-10-25,Small Boat Regatta,,5,6,"San Diego, CA",Coronado YC,,,,,,2002/country/usa/2002-10-25.small-boat-regatta.san-diego.ca.USA.csv,,South Bay,USA,2020-07-31,,,,,,,
2002-11-02,2002-11-03,Grand Slam & Berliner Meisterschaft,Berlin Championship,3,6,Berlin,Deutscher Touring Yacht-Club e.V.,,,,,,2002/country/germany/2002-11-03.berlin-championship.berlin.GER.csv,,Wannsee,GER,2021-07-08,,,,,,,
2002-11-09,2002-11-10,Möhne Cup,,4,14,Delecke,,,,,,,2002/country/germany/2002-11-10.mohne-cup.delecke.GER.csv,,Möhnesee,GER,2023-06-28,,,,,,,
2002-11-09,2002-11-10,Victoria Lake Club Cup,,6,5,Germiston,Victoria Lake Club,,,,,,2002/country/south-africa/2002-11-10.victoria-lake-club-cup.RSA.csv,,,RSA,2020-08-12,,,,,,,
2002-11-16,2002-11-17,Letzte Helden,Last Heroes,5,14,Hamburg,,,,,,,2002/country/germany/2002-11-17.last-heroes.hamburg.GER.csv,,,GER,2023-06-28,,,,,,,
2002-12-02,2002-12-04,Pre-Worlds,,6,93,Fremantle,Fremantle Sailing Club,Tony Duncan,,,,,2002/world/2002-12-04.pre-worlds.fremantle.AUS.csv,Pre-Worlds,,AUS,2023-06-16,,,,,,,
2002-12-02,2002-12-12,World Championship,,9,98,Fremantle,Fremantle Sailing Club,Tony Duncan,,,,,2002/world/2002-12-14.world-championship.Fremantle.AUS.csv,World,,AUS,2021-10-28,,,,,,,
2003-01-01,2003-01-01,Australian National Championships,,,,Henley,,,,,,,2003/country/australia/2003.australia-national-championships.henley.AUS.csv,National,,AUS,2024-02-09,,,,,,,
2003-01-01,2003-01-01,Canadian Championship,,,,,,,,,,,2003/country/canada/2003.canadian-championship.csv,National,,CAN,2024-09-18,,,,,,,
2003-01-01,2003-01-01,Charity Regatta,,5,11,Rietvlei,Pretoria Sailing Club,,,,,,2003/country/south-africa/2003.charity-regatta.rietvlei.RSA.csv,,,RSA,2020-08-26,,,,,,,
2003-01-01,2003-01-01,Spring League,,10,10,Cork,Monkstown Bay Sailing Club,,,,,,2003/country/irland/2003.spring-league.cork.IRL.csv,,,IRL,2020-12-15,,,,,,,
2003-01-01,2003-12-31,Régional Midi-Pyrénées,Midi-Pyrénées Regional,4,,Salles-Curan,Centre Yachting à Voile Pareloup,Bernard Fabre,Pascal Crussely,,,,2003/country/france/2003.midi-pyrenees-regional.FRA.csv,,,FRA,2021-11-23,,,,,,,
2003-01-11,2003-01-12,Duffin trophy,,4,9,Germiston,Victoria Lake Club,,,,,,2003/country/south-africa/2003-01-12.duffin-trophy.RSA.csv,,,RSA,2021-10-28,,,,,,,
2003-03-21,2003-03-23,South African National Championship,,10,14,Vaal Dam,Aeolians Sailing Club,,,,,,2003/country/south-africa/2003-03-23.south-african-national-championship.vaal-dam.RSA.csv,National,,RSA,2020-08-12,,,,,,,
2003-03-28,2003-03-30,French Inland Championship,,4,32,Troyes,,,,,,,2003/country/france/2003-03-30.french-inland-championship.troyes.FRA.csv,,,FRA,2021-07-03,,,,,,,
2003-04-05,2003-04-06,Kompaßregatta,Kompass Regatta,4,21,Bevertalsperre,,,,,,,2003/country/germany/2003-04-06.kompass-regatta.bevertalsperre.GER.csv,,,GER,2021-10-28,,,,,,,
2003-04-12,2003-04-13,Open Meeting,,3,11,Derby,Burton Sailing Club,,,,,,2003/country/uk/2003-04-13.open-meeting.derby.GBR.csv,,,GBR,2020-08-14,,,,,,,
2003-04-12,2003-04-13,Trapezregatta,Trapeze Regatta,3,9,Wunstorf,Schaumburg Lippischer Segelverein,,,,,,2003/country/germany/2003-04-13.trapeze-regatta.wunstorf.GER.csv,,Steinhuder Meer,GER,2021-07-04,,,,,,,
2003-04-18,2003-04-20,Cavalaire,,5,59,Cavalaire-sur-Mer,,,,,,,2003/country/france/2003-04-20.euro-cup.cavalaire.FRA.csv,Euro Cup,,FRA,2023-06-01,,,,,,,
2003-04-26,2003-04-27,Club Championship MBSC ,,6,8,Cork,Monkstown Bay Sailing Club,,,,,,2003/country/irland/2003-04-27.club-championships-mbsc.cork.IRL.csv,,,IRL,2020-12-15,,,,,,,
2003-04-26,2003-04-27,Open Meeting,,4,9,Bristol,Portishead Sailing Club,,,,,,2003/country/uk/2003-04-27.open-meeting.bristol.GBR.csv,,,GBR,2020-08-14,,,,,,,
2003-04-26,2003-04-27,Zwischenahn,,3,11,Zwischenahn,,,,,,,2003/country/germany/2003-04-27.zwischenahn.zwischenahn.GER.csv,,,GER,2023-06-05,,,,,,,
2003-04-26,2003-05-03,Bermuda International Race Week,,7,9,Hamilton,Royal Bermuda Yacht Club,,,,,,2003/country/bermuda/2003-05-03.bermuda-international-race-week.hamilton.BER.csv,,,BER,2020-08-14,,,,,,,
2003-05-02,2003-05-04,Malmö,,6,12,Malmö,,,,,,,2003/country/sweden/2003-05-04.euro-cup.malmo.SWE.csv,Euro Cup,,SWE,2023-06-01,,,,,,,
2003-05-10,2003-05-11,Régional Est,Regional East,4,14,Strasbourg,Aquatic Club d'Alsace Lorraine,,,,,,2003/country/france/2003-05-11.regional-est-plobsheim.strasburg.FRA.csv,,,FRA,2021-07-02,,,,,,,
2003-05-10,2003-05-11,Wittensee Fight,,2,35,Wittensee,,,,,,,2003/country/germany/2003-05-11.wittensee-fight.wittensee.GER.csv,,,GER,2023-06-05,,,,,,,
2003-05-23,2003-05-25,Pacific Coast Championship,,8,22,"San Francisco, CA",Mission Bay Yacht Club,,,,,,2003/country/usa/2003-05-25.pacific-coast-championships.san-francisco.ca.USA.csv,,,USA,2020-07-30,,,,,,,
2003-05-24,2003-05-25,Bayerische Flottenmeisterschaft,MYC Regatta,4,22,Starnberg,Münchner Yacht-Club e. V.,,,,,,2003/country/germany/2003-05-25.myc-regatta.starnberg.GER.csv,,Starnberger See,GER,2023-06-05,,,,,,,
2003-05-24,2003-05-25,Müritz Cup,,4,2,Müritz,,,,,,,2003/country/germany/2003-05-25.murtiz-cup.robel.GER.csv,,Müritzsee,GER,2023-06-05,,,,,,,
2003-05-29,2003-05-31,Riva del Garda,Riva Cup,6,27,Riva del Garda,Fraglia Vela Riva,,,,,,2003/country/italy/2003-05-31.riva-cup.riva-del-garda.ITA.csv,Euro Cup,Lago di Garda,ITA,2020-08-25,,,,,,,
2003-05-31,2003-06-01,Eck-Days,,6,36,Eckernförde,,,,,,,2003/country/germany/2003-06-01.eck-days.eckernfoerde.GER.csv,,,GER,2021-07-16,,,,,,,
2003-06-07,2003-06-09,Coupe Nationale,,8,27,La Rochelle,Société des Régates Rochelaises,,,,,40 Ème Semaine De La Voile 2003 Dériveurs,2003/country/france/2003-06-09.coupe-nationale.la-rochelle.FRA.csv,,,FRA,2020-11-11,,,,,,,
2003-06-07,2003-06-09,Pfingstbusch,Pentecost Bush,4,30,Kiel,,,,,,,2003/country/germany/2003-06-09.pentecost-bush.kiel.GER.csv,,,GER,2023-06-05,,,,,,,
2003-06-07,2003-06-09,Pfingstregatta,,4,25,Herrsching a. Ammersee,Herrschinger Segelclub e.V.,,,,,,2003/country/germany/2003-06-09.pfingstregatta.herrsching.GER.csv,,,GER,2023-06-05,,,,,,,
2003-06-21,2003-06-24,Kieler Woche,Kiel Week,6,56,Kiel,Kieler Yacht-Club e.V.,,,,,,2003/country/germany/2003-06-24.euro-cup.kieler-woche.kiel.GER.csv,Euro Cup,,GER,2023-06-05,,,,,,,
2003-07-02,2003-07-05,Championnat de France,French Championship,10,50,La Rochelle,,,,,,,2003/country/france/2003-07-05.french-championship.la-rochelle.FRA.csv,National,,FRA,2022-07-27,,,,,,,
2003-07-04,2003-07-06,Internationale Deutsche Meisterschaft,Internatonal German Championship,6,52,Warnemünde,Warnemünder Segel-Club e. V.,,,,,83. Warnemünder Woche,2003/country/germany/2003-07-06.internatonal-german-championship.warnemunder.GER.csv,National,,GER,2023-06-13,,,,,,,
2003-07-12,2003-07-13,5O5 Regatta,,6,8,Grömitz,,,,,,,2003/country/germany/2003-07-13.regatta.gromitz.GER.csv,,,GER,2023-06-13,,,,,,,
2003-07-12,2003-07-13,Pokalregatta,,3,17,Kochel am See,Segelclub Walchensee e.V.,,,,,,2003/country/germany/2003-07-13.pokalregatta.kochel-am-see.GER.csv,,,GER,2023-06-13,,,,,,,
2003-07-19,2003-07-21,Travemünder Woche,Travemuender Week,6,42,Travemünde,Lübecker Yacht-Club e.V.,,,,,114. Travemünder Woche,2003/country/germany/2003-07-21.travemunder-woche.travemunde.GER.csv,,,GER,2023-06-13,,,,,,,
2003-07-22,2003-07-24,Pre-Worlds,,6,66,Malmö,,,,,,,2003/world/2003-07-24.pre-worlds.malmo.SWE.csv,Pre-Worlds,,SWE,2023-06-01,,,,,,,
2003-07-26,2003-08-01,World Championship,,9,81,Malmö,MALMÖ SEGEL SÄLLSKAP,Krister Ahlkvist,,,,,2003/world/2003-08-01.world-championship.malmo.SWE.csv,World,,SWE,2020-06-28,,,,,,,
2003-08-01,2003-08-03,Columbia Gorge One-Design Regatta,,11,18,"Portland, OR",Columbia Gorge Racing Association,,,,,,2003/country/usa/2003-08-03.columbia-gorge-one-design.portland.USA.csv,,,USA,2020-07-17,,,,,,,
2003-08-02,2003-08-03,Seeshaupt,,1,16,Oberlandpütz,,,,,,,2003/country/germany/2003-08-03.oberlandputz.seeshaupt.GER.csv,,Seeshaupt,GER,2023-06-13,,,,,,,
2003-08-06,2003-08-06,Open Meeting,,4,19,Hayling Island,Hayling Island Sailing Club,,,,,,2003/country/uk/2003-08-06-open-meeting-hayling-island-GBR.csv,,,GBR,2020-07-01,,,,,,,
2003-08-09,2003-08-10,Saarpokal,,5,17,Bostalsee,,,,,,,2003/country/germany/2003-08-10.saarpokals.bostalsee.GER.csv,,,GER,2023-06-13,,,,,,,
2003-08-22,2003-08-24,Nieuwpoort,,7,13,Nieuwpoort,,,,,,,2003/country/belgium/2003-08-24.euro-cup.nieuwpoort.BEL.csv,Euro Cup,,BEL,2023-06-01,,,,,,,
2003-08-23,2003-08-25,Irish Nationals and British Isles Championship,,,12,Cork,Monkstown Bay Sailing Club,,,,,,2003/country/irland/2003-08-25.irish-nationals-and-british-isles-championships.cork.IRL.csv,National,,IRL,2020-11-21,,,,,,,
2003-08-29,2003-08-31,Dansk Mesterskab,Danish Championship,8,19,Lynaes,,,,,,,2003/country/denmark/2003-08-31.danish-championships.lynaes.DEN.csv,National,,DEN,2023-06-01,,,,,,,
2003-08-30,2003-08-31,Vassivière,,6,,,,,,,,,2003/country/france/2003-08-31.vassiviere.FRA.csv,,Lac de Vassivière,FRA,2021-11-23,,,,,,,
2003-09-06,2003-09-07,Hayling Island,,4,12,Hayling Island,Hayling Island Sailing Club,,,,,,2003/country/uk/2003-09-07.euro-cup.hayling-island.GBR.csv,Euro Cup,,GBR,2023-06-01,,,,,,,
2003-09-06,2003-09-07,Spéciale 505,Special 505,2,17,Plobsheim,,,,,,,2003/country/france/2003-09-07.special-505.plobsheim.FRA.csv,,,FRA,2023-06-01,,,,,,,
2003-09-13,2003-09-14,Küchenschlacht,Kitchen Fight,4,13,Riegsee,,,,,,,2003/country/germany/2003-09-14.kitchen-fight.riegsee.GER.csv,,,GER,2023-06-15,,,,,,,
2003-09-13,2003-09-14,TSVS-Regatta,,3,23,Kiel,,,,,,,2003/country/germany/2003-09-14.tsvs-regatta.kiel.GER.csv,,,GER,2023-06-13,,,,,,,
2003-09-18,2003-09-21,UK National Championship,,6,27,Plymouth,Mountbatten Centre,,,,,,2003/country/uk/2003-09-21.uk-national-championship.plymount.GBR.csv,National,,GBR,2020-08-17,,,,,,,
2003-09-27,2003-09-27,Harboe Cup,,,,Skælskør,Skælskør Amatør-Sejlklub,,,,,,2003/country/denmark/2003-09-27.harboe.cup.DEN.csv,,,DEN,2022-03-17,,,,,,,
2003-09-27,2003-09-28,Belgium Championship,,4,22,,Sports Nautiques de l'Eau d'Heure,,,,,,2003/country/belgium/2003-09-28.belgium-championship.BEL.csv,National,Eau d'Heure Lake,BEL,2021-11-22,,,,,,,
2003-09-27,2003-09-28,Oktoberfestpreis,,1,21,Tutzing,,,,,,,2003/country/germany/2003-09-28.oktoberfestpreis.tutzing.GER.csv,,,GER,2023-06-15,,,,,,,
2003-09-27,2003-09-28,Osnabrück,,4,10,Osnabrück,,,,,,,2003/country/germany/2003-09-28.osnabruck.GER.csv,,Alfsee,GER,2023-06-15,,,,,,,
2003-10-03,2003-10-03,Ligue,,3,5,Moisson,Cercle de Voile de Moisson Lavacourt,,,,,,2003/country/france/2003-10-03.ligue.moisson.FRA.csv,,,FRA,2020-11-11,,,,,,,
2003-10-04,2003-10-05,Finale II Wittensee,,5,31,Wittensee,Wassersport-Club am Wittensee e.V.,,,,,,2003/country/germany/2003-10-05.finale-2-wittensee.wittensee.GER.csv,,,GER,2023-06-15,,,,,,,
2003-10-11,2003-10-12,Petermännchen,,4,14,Schwerin,,,,,,,2003/country/germany/2003-10-12.petermannchen.schwerin.GER.csv,,,GER,2023-06-15,,,,,,,
2003-10-19,2003-10-19,Au Cercle de la Voile,In the Circle of Sailing,3,6,Moisson,Cercle de Voile de Moisson Lavacourt,,,,,,2003/country/france/2003-10-19.au-cercle-de-la-voile.moisson.FRA.csv,,,FRA,2021-11-23,,,,,,,
2003-10-25,2003-10-26,Le Challenge Jacques Lebrun,The Jacques Lebrun Challenge,,,Les Mureaux,Cercle de la Voile de Paris,Marie-Thérèse La­nuzelle-Jourdas,Jacques Capulsini,,,,2003/country/france/2003-10-26.challenge-jacques-lebrun.les-mureaux.FRA.csv,,,FRA,2021-11-23,,,,,,,
