8524,,,Leslie,Nathonson,AUS,
8524,,,Richard ,Gallimore,AUS,
8524,,,Richard,Mcculloch,AUS,
8525,,,Victor,Stopp,CAN,
8526,,,Tim ,Bird,GBR,
8526,,,Tim,Bird,GBR,
8528,,,Andre,Tirre,GER,ZSK
8530,,,Alexander ,Von Mertens,GER,BSV 07
8531,,,Michael,Troch,GER,SGJ
8532,,GBRJB188,Jim ,Berry,GBR,PORTISH.SC
8532,,,Greg ,Brown,GBR,
8532,,,Tom,Clayton,GBR,
8533,,,Roger ,Bussenius,GER,SCOH
8534,,,Pierre ,Kieffer,LUX,
8537,,,Steve ,Hegerstrom,RSA,P.Y.C
8538,,,Lars ,Metzner,GER,SVN
8539,,,Hendrik ,Schultz,GER,SCLW
8542,,,Henri ,Räty,FIN,N
8542,,,Tom ,Swift,GER,HAMBURG S
8542,,,Tom,Swift,GER,
8543,,,Bart,Cédric,SUI,
8543,,,Cedric,Bart,SUI,
8546,,,Dirk ,Haensgen,GER,SVPB
8547,91,,Galen,Mack,SWE,
8548,,,Dean ,Williams,AUS,L.MACQ. YC
8550,,AUSEA2,Earle,Alexander,AUS,RQYS
8550,,GERDS9,Dietrich,Scheder-Bieschin,GER,
8550,,GERDS9,Dietrich,Scheder-Bieschin,GER,NRV
8550,,,Martha,Hauschild,GER,
8551,,,Jacob,Ernst,DEN,
8551,,,Jacob,Ernst,DEN,HELLERUP S
8552,,GBRMU8,Mark ,Upton-Brown,GBR,
8552,,,Jim ,Blyth,GBR,
8552,,,Russell,Short,GBR,
8553,,,Paul,Gorremans,BEL,VVWA
8554,,,Aj,Crane,USA,
8554,,,Doug ,Hagan,USA,
8554,,,Douglas,Hagan,USA,
8554,,,Douglas,Hagan,USA,TISC
8554,,,Ted ,Conrads,USA,
8555,,,Charlie ,Walters,GBR,DWSC
8555,,,Charlie,Walters,GBR,
8555,,GBRDS75,David,Smithwhite,GBR,F.POND SC
8556,,,David ,Ryder,GBR,
8556,,,Richard ,Tew,GBR,RYA
8556,,,Richard,Tew,GBR,
8557,94,,Neil,Long,AUS,
8557,,,Dean,Williams,AUS,
8557,,,Neil ,Long,AUS,
8558,,,Angus ,Brackett,USA,
8559,,,Malcolm,Higgins,AUS,
8560,,,Christiane ,Giefers,GER,SVPB
8560,,,Thore ,Michels,GER,MSCW
8561,,,Peter ,Møller,DEN,NÆSTVED S
8561,,,Peter,Moller,DEN,
8561,,,Tomi ,Laiho,FIN,B SF
8562,,,Wolfgang ,Seifert,GER,SGR
8563,,,Klaus ,Heeschen,GER,TSVS
8563,,,Klaus,Heeschen,GER,
8565,,,Anne Sophie,Olsen,DEN,AARHUS Y
8566,,,Hans Jørgen ,Riber,DEN,SKS
8567,,,Jörg ,Detmold,GER,CSC HATT.
8568,,,Brian ,Newlyn,GBR,
8568,,GBRCD51,Christian,Diebitsch,GBR,GRAFHAM SC
8569,,,Cédric ,Bart,SUI,CNB
8569,,,René ,Betschen,SUI,
8570,,,Hans-Heinrich,Rix,GER,CKA
8570,,,Stefan ,Kopyciok,GER,SCLW
8576,,,Terry,Neff,USA,
8577,,,Bruce,Van Deventer,USA,
8579,,,Peter ,Wackerbauer,GER,RSB
8580,,,Markus ,Muehlbauer,GER,DTYC
8580,,,Michael ,Daisenberger,GER,
8581,,DENBS1,Birgitte ,Søgaard,DEN,GSK
8581,,,Magnus ,Nilsson,SWE,GKSS
8581,,SWEPH9,Per Anders ,Hallberg,SWE,
8583,,,Chris,Delves,GBR,
8584,,,Hans,Rogotzki,RSA,P SC
8588,,,Murry ,Smith,AUS,RFBYC
8589,,,Annabel ,Jones,AUS,
8591,,,David,Bell,GBR,
8592,,,Paul ,Lovesy,GER,DATCHET SC
8593,,,,Walford,USA,
8600,,,Ki,Kaiser,USA,
8601,,,Jonas ,Christiansen,DEN,HS
8602,,,Kym ,Campion,AUS,
8603,,,Ian,Dunn,AUS,
8603,,,Ian,Dunn,AUS,M.HARB. YC
8603,,,Jean-Philippe,Chartier,FRA,
8603,,,Jean-Philippe,Chartier,FRA,CYVP
8604,,,Ian,Burford,AUS,
8607,,,Antje ,Paulsen,GER,
8607,,,Antje ,Paulsen,GER,BSV
8607,,,Bernd ,Kowalzig,GER,SC B KIEL
8608,,,Bernd ,Rasenack,GER,ZSK
8608,,,Günter ,Peters,GER,ENSFR
8609,,,Alexander,Holzapfel,GER,PSVK
8609,,,Christian ,Müllejans,GER,SV WUP.
8613,,,Gilles,Petermann,SUI,
8616,,,David,Chatham,USA,
8619,,GERJF8,Jens,Findel,GER,
8619,,,Mikael,Ahrbom,SWE,
8619,,,Mikael,Ahrbom,SWE,KSSS
8619,,,Steve,Kwee,GER,
8619,,,Steve,Kwee,GER,HSC
8620,,DENJS1,Jan ,Saugmann,DEN,
8620,,DENJS1,Jan ,Saugmann,DEN,HiS
8620,,,Rasmus ,Damsgaard,DEN,HS
8622,,DENTB3,Tom,Bøjland,DEN,
8622,,DENTB3,Tom,Bøjland,DEN,SES
8622,,GERLS14,Lutz,Stengel,GER,RoYC
8622,,,Hilmer,Goedeking,GER,
8623,,FRAMG40,Matthieu,Gougeon,FRA,
8624,,,David,Stetson,USA,
8624,,GBRIP9,Ian,Pinnell,GBR,NSC
8625,,,Alex ,Cross,GER,SCR
8626,31,,Scott,Lidgett,AUS,
8626,,AUSNO3,Nathan ,Outteridge,AUS,
8627,,,David,Porter,AUS,M.HARB. YC
8627,,,Tim,Collins,USA,
8628,,,Peter,Croft,AUS,
8629,,USATM126,Tyler ,Moore,USA,HYANNIS YC
8629,,USATM126,Tyler,Moore,USA,
8630,,,David ,Thiemann,GER,YC OSTENM.
8631,,,Ryan,Cox,USA,
8631,,USAPS147,Parker ,Shinn,USA,
8631,,USAPS147,Parker ,Shinn,USA,SD YC
8632,,,Jari,Hamström,FIN,
8634,,,Joerg,Thumann,GER,
8634,,,Jörgen ,Thumann,GER,TVS JORK
8634,,,Olli,Booth,GER,SVST
8635,,FRADH5,Herve ,De Kergariou,FRA,
8635,,GBRSL52,Simon,Lake,GBR,
8635,,GBRTS61,Terry,Scutcher,GBR,SHOTLEY SC
8637,,,Sam ,Cronin,AUS,
8637,,,Sam,Cronin,AUS,
8638,84,,Maggie,Bowden,AUS,
8638,,,Claus,Ejlertsen,AUS,
8638,,,Hugh,Stodart,AUS,M.HARB. YC
8639,,,Grahame,Tindall,AUS,
8640,,,Vernon ,Ralston,GBR,Thorpe Bay YC
8640,,,Vernon,Ralston,GBR,
8641,,,Barry,Kuehl,USA,
8642,,,Stefan ,Schollmeier,GER,SC MAINSP.
8642,,,Stefan,Schollmayer,GER,
8642,,,Thoralf ,Greger,GER,ASVG
8643,,,Barney,Harris,USA,
8644,34,,Ayden,Menzies,AUS,
8644,,,Brett,Beyer,AUS,
8644,,,David,Porter,AUS,
8644,,,Phil ,Gray,AUS,
8645,,,Jim,Englert,USA,
8645,,,Ryan ,Staszko,USA,
8647,,,Andrew ,Watters,USA,
8647,,,Hank ,Henry,USA,
8647,,,Hank,Henry,USA,
8648,,,Jeff ,Robinson,AUS,
8649,,,Ronald,Roos,GER,SV WUP.
8650,,,Ian,Montague,GBR,Stone SC
8650,,,Terry ,Selfe,GBR,
8651,,GERCK17,Christian,Kellner,GER,
8651,,GERCL22,Claas,Lehmann,GER,NRV
8652,,,Sebastian ,Dörr,GER,SKO
8654,,,Nikolaus ,Jaegersberg,GER,SCLW
8655,,SWEKB9,Krister,Bergström,SWE,GKSS
8656,,,Bo,Petersen,DEN,FS
8656,,DENJS4,Jørgen ,Schønherr,DEN,KS
8656,,,Henrik ,Buhl,DEN,
8657,,,Georg ,Neulen,GER,WYCA
8657,,GERMG31,Martin,Görge,GER,
8657,,GERMG31,Martin,Görge,GER,DUESSELD.Y
8658,,,Christina,Hoell,GER,
8659,,,Kira,Maisniemi,FIN,
8660,,,Ben,Moon,USA,
8660,,,,Sloan,USA,
8660,,,Taylor,Neff,USA,MIN. YC
8662,,,Jan ,Stoelken,GER,
8662,,,Jan ,Stölken,GER,SCU
8663,,,Norbert ,Dasenbrook,GER,KSW
8664,,,Carsten ,Hammer,GER,SCHILKSEEE
8664,,,Franziska,Unkelbach,GER,DYC
8665,,GERNV1,Nicolai ,Völckner,GER,HAMBURG SC
8665,,,Jens-Peter ,Schlomka,GER,TSVS
8666,,,Andreas,Thomsen,GER,REG.V.ELBE
8666,,,Gunter,Peters,GER,EnSfr
8667,76,,Grant,Abbott,AUS,
8668,,AUSMH20,Matthew,Hansen,AUS,
8669,,,Florian,Kemper,GER,
8669,,,Tim ,Böger,GER,HAMBURG SC
8669,,,Tim ,Böger,GER,HSC
8669,,,Tim,Boger,GER,
8670,,GERMG31,Martin,Görge,GER,SYC
8670,,GERWH4,Wolfgang,Hunger,GER,PYC BERLIN
8671,,,Markus,Mechlbauer,GER,
8672,,GBRIB2,Ian,Barker,GBR,Hayling Island SC
8672,,GERCK17,Christian,Kellner,GER,
8672,,GERCK17,Christian,Kellner,GER,HSC
8672,,,Mike,Holmes,GBR,
8674,,,Nick ,Dose,GER,KYC
8675,,,Goerge,Volker ,GER,
8675,,,Volker ,Görge,GER,TSVS
8676,,,Clive,Robinson,GBR,
8677,,,Alain ,Champeau,FRA,
8677,,GBRIP9,Ian,Pinnell,GBR,
8678,,,Eino,Laitinen,FIN,
8678,,GBRJB188,Jim ,Berry,GBR,
8678,,GBRJB188,Jim ,Berry,GBR,P S
8678,,,Richard ,Williams,GBR,
8679,,GBRDS75,David,Smithwhite,GBR,
8680,,USABE1,Bruce,Edwards,USA,
8681,,,Barney,Harris,USA,
8681,,,Robin,Brown,CAN,
8681,,,Ryan ,Cox,USA,
8681,,,Ryan,Cox,USA,
8683,,0730716N,Pierre Jean,Gallo,FRA,CVSQ
8683,,,Antoine,Lafortune,FRA,
8685,,,Jim,Hunt,GBR,
8685,,,Richard ,Sims,GBR,
8686,,,Christian ,Niefert,GER,BSV'79
8686,,,Christian,Niefert,GER,
8687,,,Philippe ,Lucienne,FRA,CNC
8689,,,Nicholas,Grey,USA,
8691,,,Günter ,Bökle,GER,SSCM
8692,,,Heiner,Hirthe,GER,
8693,,FRAGC39,Gilles ,Carvallo,FRA,
8693,,,Michael,Daisenberger,GER,DTYC
8694,,,Ross ,Kenney,GBR,
8696,,,Mark,Ashby,CAN,
8697,,,Wilfried W.,Struis,GER,YCF
8698,,,Collin,Linehan,USA,
8698,,,,Fowler,CAN,
8701,,GBRRN3,Rob,Napier,GBR,
8701,,,Paul,Lovesy,GBR,
8702,,FRAPB55,Phillippe ,Boite,FRA,
8702,,,Martin Dr. ,Handel,GER,SGK
8704,,GBRIB2,Ian,Barker,GBR,
8707,,,Albrecht ,Holm,RSA,
8707,,,Albrecht,Holm,RSA,
8707,,,Albrecht,Holm,RSA,P SC
8708,,GBRMW56,Martin,Wedge,GBR,
8708,,,Martin,Goult,GBR,
8710,,,Brett,Bowden,AUS,
8712,,,Siegfried,Labenz,GER,SVWu
8714,,USAMM150,Mike ,Martin,USA,
8714,,USAMM150,Mike ,Martin,USA,NHYC
8715,,USAEB5,Ethan ,Bixby,USA,
8715,,USAEB5,Ethan ,Bixby,USA,SP YC
8720,,,Dirk ,Filimonow,GER,BSV
8720,,,Lennart ,Tasche,GER,
8721,,,Sophie,Heyer,GER,
8722,,USAMN6,Macy ,Nelson,USA,
8722,,USAMN6,Macy,Nelson,USA,
8725,44,,Alexander,Ham,RSA,
8725,,,Tom ,Gosch,GER,ENSFR
8726,,,Martin ,Stainsby,GBR,
8726,,,Martin,Stainsby,GBR,
8727,,,John,Bergquist,SUI,SSA
8728,,DENJS4,Jorgen,Schonherr,DEN,
8728,,GERDS9,Dietrich,Scheder-Bieschin,GER,
8728,,GERDS9,Dietrich,Scheder-Bieschin,GER,NRV
8728,,GERMG31,Martin,Görge,GER,
8728,,GERMS 63,Meike,Schomäker,GER,
8729,,,Florian ,Stauffer,SUI,CVN
8729,,,Florian,Stauffer,SUI,
8730,,,Iris,Feldmann,GER,
8730,,,Jens ,Hufnagel,GER,SLRV
8731,,,Thad ,Lieb,USA,
8731,,,Thad,Lieb,USA,
8732,,,,Snyder,USA,
8734,,,Jan,Behrendt,GER,NRV
8738,,,Clint,Bowen,AUS,
8739,74,,Steve,Howden,AUS,
8739,,,John,Mclean,AUS,
8741,,,Juergen,Anton,GER,
8741,,,Toby Dale,Dale,GBR,
8743,,GBRIB2,Ian ,Barker,GBR,
8743,,ITAMG87,Marco,Giraldi,ITA,
8744,,GERCK17,Christian,Kellner,GER,
8744,,GERMG31,Martin,Görge,GER,
8744,,,Jörg,Häger,GER,SCB
8744,,,Lutz,Kandzia,GER,
8745,,,Chris,Pearson,GBR,
8746,,,Raimo ,Raita,FIN,
8747,,,Jörg ,Thumann,GER,WSU
8747,,,Martin ,Kittsteiner,GER,
8748,,FRAGC39,Gilles ,Carvallo,FRA,
8749,,,Alastair ,Milton,GBR,
8749,,,Alastair,Milton,GBR,
8750,,,Michael ,Rössler,GER,SKMD
8751,,,Helen ,Fischer,GER,
8751,,,Helen,Fisher,GER,
8751,,,Melanie ,Oestergaard,GER,HSC
8751,,,Melanie,Oestergaard,GER,
8753,,,Ian ,Mckeige,USA,
8755,,,Brian ,Trainor,CAN,
8755,,,Brian,Trainor,CAN,
8756,,,,Seiple,USA,
8758,,,Jürgen ,Hatje,GER,SYC
8759,,AUSSM11,Steve,Mcconaghy,AUS,
8759,,,Scott ,Ovenden,AUS,
8760,75,,Daniel,Keys,AUS,
8760,,,Peter ,Woolman,AUS,
8762,,USADT31,Daniel,Thompson,USA,
8762,,USAHH22,Howard ,Hamlin,USA,
8765,,,Greg ,Illman,AUS,
8768,,,Jukka,Nieminen,FIN,
8768,,,Pentti,Matti,FIN,
8769,,,Nathalie,Friedrich,GER,SCLW
8771,,FRAPB55,Phillippe ,Boite,FRA,
8773,,,Andrew,Smith,GBR,
8773,,,Norman ,Byrd,GBR,DW SC
8774,,,John ,Webster,GBR,
8775,,,Carsten ,Engel,GER,PSVK
8775,,,Jan ,Sell,GER,
8775,,,Jan,Sell,GER,
8776,,USAAM,Alexander,Meller,USA,
8777,,,Stefan ,Schollmayer,GER,
8777,,,Stefan ,Schollmayer,GER,SCMSP
8777,,,Stefan,Schollmeyer,GER,
8778,,,,Dietz,USA,
8780,,,Jack ,Hayhurst,GBR,
8781,23,,Chris,Gregg,AUS,
8781,,AUSEA2,Earle,Alexander,AUS,
8783,85,,Adam,Smith,AUT,
8783,,,Fletcher,Kennedy,AUS,
8783,,,Michael ,Thomson,AUS,
8783,,,Michael,Thomson,AUS,
8783,,,Sarah ,Withall,AUS,
8784,,,Adrian ,Finglas,AUS,
8784,,,Gilbert,Ford,AUS,
8785,26,,James,Ryssenbeek,AUS,
8785,,,Ian ,Burford,AUS,
8785,,,Ian,Burford,AUS,
8786,,AUSCN1,Chris ,Nicholson,AUS,
8786,,,Hubert ,Guy,USA,
8786,,,Hubert,Guy,USA,
8787,,GBRTS61,Terry,Scutcher,GBR,
8787,,,Lars ,Bjerke,SWE,
8787,,,Lars ,Bjerke,SWE,BKSS
8787,,,Lars,Bjerke,SWE,
8788,,,Karsten ,Lahrs,GER,HYC
8789,43,,Ryan,Robinson,RSA,
8789,,,Tony ,Murray,RSA,
8789,,,Tony,Murry,RSA,P SC
8790,,,John ,Wyles,USA,
8790,,,John,Wyles,USA,
8792,,,,Buchan,USA,
8792,,,Carol,Buchan,USA,
8794,79,,Michael,Babbage,AUS,
8794,,,Michael ,Babbage,AUS,
8794,,,Michael,Babbage,AUS,
8794,,,Mick,Babbage,AUS,
8795,,,Martin ,Pike,AUS,
8796,64,,Adam,Brenz-Verca,AUS,
8796,,AUSAH16,Alexander,Higgins,AUS,
8796,,,Jonno ,Bannister,AUS,
8796,,,Nicholas,Deussen,AUS,
8796,,,Nick ,Deussen,AUS,
8797,45,,Xavier,Agnew,AUS,
8797,,,Mark,Robertshaw,AUS,
8797,,,Peter,Nicolas,AUS,
8798,,,Alexander,Lampert,GER,WHW
8798,,,Mark,Stowell,AUS,
8799,,,Renee ,De Voogd,AUS,F SC
8801,25,AUSPN7,Peter,Nicholas,AUS,
8801,,,Peter ,Chappell,AUS,
8801,,,Peter,Chappell,AUS,
8802,,FRAPB55,Phillippe ,Boite,FRA,
8803,,,Ian ,Bryden,AUS,
8806,,,Jan ,Forster,GER,DJC
8807,,GERMB15,Morten,Bogacki,GER,DYC
8808,,,Augie,Diaz,USA,
8808,,,Evert ,Meyer,USA,
8808,,,Evert,Meyer,USA,
8808,,,Evert,Meyer,USA,St FYC
8809,,,Leslie,Nathanson,AUS,
8809,,,Richie,Gallimore,AUS,
8810,77,,Max,Hayman,AUS,
8810,,,John ,Jenkins,AUS,
8811,8,AUSMH20,Matthew,Hansen,AUS,
8811,,AUSMH20,Matthew,Hansen,AUS,
8813,,,Brett,Van Munster,AUS,
8813,,,David,Fagen,USA,
8813,,,Steve ,Kleha,USA,
8814,,,,Robson,USA,
8815,,,Dalton ,Bergan,USA,
8815,,,,Renehan,USA,
8817,15,,Michael,Duffield,AUS,
8817,,,Marco ,Gambardella,ITA,
8817,,,Nick ,Davis,AUS,
8817,,,Nick,Davis,AUS,
8817,,,Nigel,Lott,AUS,
8821,,,Katherine ,Long,USA,
8821,,,,Long,USA,
8822,,USAMH58,Mike ,Holt,USA,
8823,,,,Oswald,USA,
8824,,USAAB117,Andy,Beeckman,USA,
8824,,USAJM10,Jen ,Morgan Glass,USA,
8825,,,Armin ,Eismann,GER,SCA1909
8826,,DENTB3,Tom,Bøjland,DEN,
8826,,DENTB3,Tom,Bøjland,DEN,FAS
8828,,DENJB10,Jørgen ,Bojsen Möller,DEN,HS
8828,,,Jon,Andersen,DEN,
8829,,,,Moore,USA,
8830,,,,Herlihy,USA,
8830,,,Ramsay ,Key,USA,
8830,,,Ramsay,Key,USA,
8831,,,Mats ,Elf,USA,
8831,,,Pierre ,Jeangirard,USA,
8831,,,Pierre ,Jeangirard,USA,WINSA
8831,,,,Poe,USA,
8831,,USAPV14,Paul,Von Grey,USA,
8834,,GBRIP9,Ian,Pinnell,GBR,
8834,,,Russell,Short,GBR,
8835,,,Charlie,Walters,GBR,
8835,,GBRSL52,Simon,Lake,GBR,
8836,,GBRDS75,David,Smithwhite,GBR,
8836,,,Robin,Brown,GBR,
8836,,USAMH58,Mike ,Holt,USA,scyc
8837,,,Tord,Lawner,SWE,
8838,,USASK14,Samuel,Kahn,USA,
8839,,AUSSH38,Sandy ,Higgins,AUS,
8840,68,,Michael,Gallagher,AUS,
8840,,AUSMQ1,Michael,Quirk,AUS,
8840,,,Kevin ,Cameron,AUS,
8840,,,Kevin,Cameron,AUS,
8840,,,Shane,Guanaria,AUS,
8841,,,Edward,Tillinghast,USA,
8841,,USAPK26,Philippe ,Kahn,USA,
8842,,,Mark ,Ivey,USA,HHYC
8842,,,Tom ,Kassberg,USA,
8843,,GERNV1,Nicolai ,Völckner,GER,
8843,,GERNV1,Nicolai ,Völckner,GER,HSC
8843,,,Jens,Hufnagel,GER,
8844,,0531132N,Xavier,Broise,FRA,
8844,,,Jan,Eriksson,SWE,NSS
8847,,,Michel ,Boiry,FRA,
8847,,,Michel,Boiry,FRA,CVP
8848,,,Calvert,Johan,SWE,
8849,,,Per ,Larsen,DEN,
8849,,,Per ,Larsen,DEN,FAS
8850,,,Stefan ,Koechlin,GER,SKF
8851,,,Keith ,Davids,USA,
8853,,AUSCJ14,Carter,Jackson,AUS,
8854,,,Bruce ,Mahoney,USA,
8855,69,,Nicholas,Mariani,AUS,
8855,,,Marcos ,Vivian,AUS,
8855,,,Mark ,Stowell,AUS,
8855,,,Mark ,Stowell,AUS,RFBYC
8855,,,Michael,Duffield,AUS,
8857,,,Mark,Cristensen,USA,
8860,,,Kevin,Holden,GBR,
8862,,,Dirk,Hänsgen,GER,
8862,,GERBS22,Stefan,Böhm,GER,
8862,,GERBS22,Stefan,Böhm,GER,SCV
8864,,,Ed,Cox,AUS,
8864,,,Hamish ,Jarrett,AUS,
8867,47,GBRPM65,Patrick,Mcgale,GBR,
8867,,GBRPM65,Patrick ,Mcgale,GBR,
8867,,GBRPM65,Patrick,Mcgale,GBR,
8869,,GBRMW56,Martin,Wedge,GBR,
8869,,GBRMW56,Martin,Wedge,GBR,HI SC
8870,,FRASC27,Christian,Silvestre,FRA,
8871,,,-,Breele,FRA,
8873,,,Boris,Herrmann,GER,ZSK
8874,,,Jürgen ,Waldheim,GER,PYC
8874,,,Norbert,Dasenbrook,GER,
8875,,GERJF8,Jens,Findel,GER,
8875,,GERJF8,Jens,Findel,GER,SVG
8876,,,Chris ,Tattersall,AUS,
8876,,,Sophie ,Söllner,GER,CYC
8877,,,Daniel,Keys,AUS,
8877,,,Robin ,Deussen,AUS,
8878,,,Edward,Conrads,USA,
8878,,GERHP2,Dr. Hasso,Plattner,GER,KYC
8878,,,Matt,Noble,USA,
8878,,,Ted,Conrads,USA,
8880,,GERCK17,Christian,Kellner,GER,
8880,,GERMS 63,Meike,Schomäker,GER,
8880,,,Helen ,Fischer,GER,BYC
8881,,GBRTS61,Terry,Scutcher,GBR,
8881,,GBRTS61,Terry,Scutcher,GBR,S SC
8882,,GBRIP9,Ian ,Pinnell,GBR,
8882,,GBRIP9,Ian ,Pinnell,GBR,HI SC
8883,,USATM126,Tyler ,Moore,USA,
8884,,,Chris ,Went,AUS,
8885,,,Ben ,Iliffe,GBR,
8885,,,Ben ,Illiffe,GBR,
8885,,,Ben ,Illiffe,GBR,HI SC
8886,70,,Ben,Schulz,AUS,
8886,,AUSMQ1,Michael,Quirk,AUS,
8886,,,John,Paterson,AUS,
8886,,,Norman ,Rydge,AUS,
8887,,,Tom ,Clayton,GBR,
8887,,,Tom,Clayton,GBR,S SC
8888,,,Mark ,Christensen,USA,
8888,,USAPK26,Philippe,Kahn,USA,W YC
8890,65,,Martin,Pike,AUS,
8890,,,Malcolm ,Higgins,AUS,
8890,,,Malcolm,Higgins,AUS,
8890,,,Malcom,Higgins,AUS,
8891,67,,Sarah,Cooper,AUS,
8891,,,Damian ,Carey,AUS,
8891,,,Sarah,Withall,AUS,
8893,58,,Ryan,Menzies,AUS,
8893,,,Andrew ,Hewson,AUS,
8893,,,Jeffrey ,Robinson,AUS,
8893,,,Ryan,Menzies,AUS,
8894,30,,Tim,Walker,AUS,
8894,,AUSCN1,Chris ,Nicholson,AUS,
8894,,,Paul,Mitchell,AUS,
8895,,0730716N,Pierre-Jean ,Gallo,FRA,
8901,,,Sophie ,Soellner,GER,
8903,,,Boris ,Herrmann,GER,
8903,,,Stephan,Schweiger,GER,
8904,,,Hubert ,Guy,USA,
8904,,,Hubert,Guy,USA,
8904,,,Jan ,Forster,GER,
8905,,,Stuart ,Turnbull,GBR,
8905,,,Stuart,Turnbull,GBR,
8906,,,Harry ,Briddon,GBR,
8907,,GBRJB188,Jim ,Berry,GBR,
8909,,,Christopher ,Dando,GBR,
8910,,,Debbie,Darling,GBR,
8912,,,Magnus,Nilsson,SWE,
8912,,,Tom,Hastenpflug,SWE,
8913,,USATM126,Tyler ,Moore,USA,
8914,,,Alex ,Cherry,GBR,
8915,,GERHP2,Dr. Hasso,Plattner,GER,
8916,,,Enrico,Ciferri,ITA,
8917,,,Simon,Kindt,SWE,
8919,,,Neal ,Fowler,USA,
8919,,,Ted ,Ferrarone,USA,
8920,83,,Jeffrey,Robinson,AUS,
8920,,AUSMQ1,Michael,Quirk,AUS,
8920,,,Jeff,Robinson,AUS,
8921,,,Nigel ,Lott,AUS,
8921,,,Nigel,Lott,AUS,
8922,,,Bill ,Cuneo,AUS,
8922,,,Bill,Cuneo,AUS,
8924,,,Raimo,Raita,FIN,
8925,,GBRMW56,Martin,Wedge,GBR,
8926,,SWEER3,Ebbe ,Rosén ,SWE,
8930,,,Ted,Ferrarone,USA,
8931,,,Daniel,Esdorn,USA,
8932,,,Christian,Henge,GER,
8937,29,,Tim,Murphy,USA,
8937,,,Kevin ,Taugher,USA,
8939,,,John ,Wyles,USA,
8945,,,Neil,Rabbitts,GBR,
8945,,,Roger,Deane,GBR,
8946,11,,Sandy,Higgins,AUS,
8946,,AUSSH38,Sandy ,Higgins,AUS,
8947,,,Niediek,Volker,GER,
8948,,,Nicolas,Guillou,FRA,
8950,,FRADH5,Hervé,De Kergariou,FRA,
8951,,,Christian,Rasmussen,USA,
8953,,,Augie ,Diaz,USA,
8954,,,Florian,Stauffer,SUI,
8957,,,Kevin,Cameron,AUS,
8958,,DENNH5,Nikolaj,Hoffmann Buhl,DEN,
8958,,GERBS22,Stefan,Böhm,GER,
8960,,,Bruce,Van Deventer,USA,
8962,,DENJB10,Jørgen ,Bojsen Möller,DEN,
8963,,,Martin ,Hodgson,GBR,
8964,,DENJS1,Jan ,Saugmann,DEN,
8965,,GERHP2,Dr. Hasso,Plattner,GER,
8966,,,Walter,Steding,GER,
8967,,USAPK26,Philippe ,Kahn,USA,
8968,10,,Andrew,Cawley,AUS,
8968,,AUSMH20,Matthew,Hansen,AUS,
8970,37,,Penny,Clark,GBR,
8970,,CANRT4,Bob,Tennant,CAN,
8970,,CANRT4,Robert ,Tennant,USA,
8972,,,Ronald,Roos,GER,
8973,51,,Riley,Skipworth,AUS,
8973,,,Brett ,Sharpe,AUS,
8973,,,Brett,Sharpe,AUS,
8974,32,,Malin,Broberg,SWE,
8974,,,James ,Hunt,GBR,
8975,,,Alexander,Holzapfel,GER,
8987,,,David ,Chatham,USA,
8988,35,,Katharina,Menge,GER,
8989,,,Andreas,Jungclaus,GER,
8990,,,Frieder ,Achterberg,GER,
8991,,,Michael,Köritz,GER,
8992,9,GERWH4,Wolfgang,Hunger,GER,
8992,,GERCL22,Claas,Lehmann,GER,
8999,,,Karsten,Stuempel,GER,
9000,,,Enno,Wilts,GER,
9002,,USAMH58,Mike ,Holt,USA,
9004,73,USAPS147,Parker ,Shinn,USA,
9004,,,Douglas ,Hagan,USA,
9005,,,Douglas ,De Couto,BER,
9006,,GBRTS61,Terry,Scutcher,GBR,
9007,,USATM126,Tyler,Moore,USA,
9009,,USABE1,Bruce,Edwards,USA,
9010,,0531132N,Xavier,Broise,FRA,
9010,,FRAGC39,Gilles ,Carvallo,FRA,
9012,,,Andy,Smith,GBR,
9012,,GBRIP9,Ian ,Pinnell,GBR,
9013,,,Tudor,Owen,GBR,
9017,13,,Roger,Pell,AUS,
9018,21,,Brett,Bowden,AUS,
9018,,,Robin,Deussen,AUS,
9020,,,Tim ,Boeger,GER,
9021,,,Georg,Geyer,GER,
9022,39,,Ian,Burford,AUS,
9022,,,Ian ,Burford,AUS,
9022,,,Ian,Burford,AUS,
9023,,DENTB3,Tom,Bøjland,DEN,
9024,,,Valery,Kleber,FRA,
9025,,,Per,Larsen,DEN,
9026,,GERHP2,Dr. Hasso,Plattner,GER,
9027,,GERWH4,Wolfgang ,Hunger,GER,
9028,,,Stefan,Koechlin,GER,
9032,,GBRIP9,Ian ,Pinnell,GBR,
9035,71,,Timon,Treichel,GER,
9035,,GERBS22,Stefan,Böhm,GER,
9036,,AUSMQ1,Michael,Quirk,AUS,
9037,12,,Anna,Hauschild,GER,
9037,,,Nigel,Lott,AUS,
9038,,,Kim,Christensen,DEN,
9039,,,Tim,Bird,GBR,
9040,,GERMS 63,Meike,Schomäker,GER,
9040,,GERMS63,Meike,Schomaker,GER,
9043,,GERNB14,Nicola,Birkner,GER,
9047,87,,Noah,Taylor,AUS,
9048,40,,Robert,Fleming,AUS,
9049,62,,Murray,Smith,AUS,
9050,,,Herve,Dekegariou,FRA,
9054,,,Helen,Fischer,GER,
9055,,,Mark,Thornburrow,HKG,
9056,,AUSLM3,Luke,Molloy,GBR,
9059,17,,Christopher,Paterson,AUS,
9061,53,,Kevin,Cameron,AUS,
