,Boot,Steuermann,Vorschoter,Club,Platzierungen,,Platz
DEN,8964,Jan Saugmann,Lasse B. Andersen,HiS,1,2,1,8,3,4,,1
GER,8957,Wolfgang Hunger,Julien Kleiner,PYC,2,3,2,4,5,DNC,,2
DEN,8962,Jørgen Bojsen-Møller,Jacob Bojsen-Møller,HS,3,1,5,7,9,2,,3
GER,8728,Martin Görge,Rainer Görge,TSVS,4,5,4,12,2,3,,4
GER,8744,Ulf Pleßmann,Hans-Heinrich Rix,AYC,6,7,13,1,7,1,,5
GER,8976,Tom Gosch,Rolf Meyer,ENSFV,10,6,6,11,6,8,,6
GER,8505,Florian Duwe,Marc Helms,TSC,5,12,10,16,4,6,,7
GER,8958,Stefan Köchlin,Andreas Achterberg,SKF,8,4,7,5,19,DNC,,8
GER,8989,Andreas Jungclaus,Axel Priegann,HSC,11,13,9,9,8,12,,9
GER,9020,Tim Böger,Markus Schöner,HSC,9,10,11,4,11,DNC,,10
GER,8975,Dietrich Scheder-Bieschin,Holger Jess,NRV,DNC,8,3,6,12,DNC,,11
GER,8775,Jan Sell,Wiebke Gewinn,TUSF,17,14,16,13,15,5,,12
GER,8940,Martin Kittsteiner,Oliver Stieglitz,HSC,14,11,DNC,20,10,10,,13
GER,8947,Volker Niedik,Stefan Heising,BSV,DNC,DNC,8,3,14,9,,14
GER,8317,Hartwig Friedrichs,Antje Gosch,WSCW,15,18,20,10,13,13,,15
GER,8875,Jens Findel,Johannes Tellen,KYC,DNC,DNC,DNC,2,1,7,,16
GER,8750,Gunter Peters,Steffen Achenbach,,7,9,12,DNC,DNC,15,,17
GER,8758,Christian Meier-Kothe,Ole Raschdorf,KYC,13,15,15,17,22,18,,18
GER,8874,Nørbert Dasenbrook,Sven Meier,KSW,12,DNC,14,19,23,11,,19
GER,8608,Bernd Rasenack,Hannes Lehning,ZSK,19,17,19,21,18,14,,20
GER,8669,Benedikt Brüggemann,Maxi Mayrshofer,NRV,21,16,17,22,16,DNC,,21
GER,8675,Christian Müllejans,Karsten Morf,SVWu,23,21,21,15,21,16,,22
GER,9000,Enno Wilts,Marcus Neuß,SVBB,20,20,18,DNC,20,20,,23
GER,8483,Melanie Horstmann,Christine Wegner,HSC,16,DNC,22,18,17,DNC,,24
GER,8956,Przemek Zagorski,Gerrit Haaland,SKZ,22,22,22,24,26,17,,25
GER,8385,Martin Bernauer,Robert Brand,CNFT,DNC,23,23,26,27,19,,26
GER,7861,Katharina Menge,Henning Ries,OSG,25,26,24,25,DNC,22,,27
GER,7445,Stefan Müller,Pascal Roquette,WHW,DNC,25,26,27,25,21,,28
GER,8772,Julia Tanner,Lukas Tanner,HSC,24,24,DNC,23,24,DNC,,29
GER,8571,Thomas Brodersen,Roland Herrmann,YFS,26,27,25,29,28,DNC,,30
GER,8988,Wolfgang Koehnk,Christopher Opielok,NRV,18,19,DNC,DNC,DNC,DNC,,31
GER,8049,Matthias Tellen,Moritz Lüther,RSC,DNC,DNC,DNC,28,DNC,DNC,,32
