Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Brutto,Netto,Place
GER,7946,Jens Friedrich,Jana Weißbach,,1,1,[DNF 3],2,1,8,5,1
GER,8572,Peter Lutz,Christina Klünder,YCM,[2],2,1,1,2,8,6,2
