Country,"Boat Number",Helm,Crew,Club,"Race 1","Race 2","Race 3",Brutto,Netto,Place
GER,8672,"Karsten Contag","Guido von Walter",SCLW,0,0,0,0,0,1
GER,8693,"Rieke Lautenschläger","Florian Lautenschläger",DTYC,0,0,0,0,0,2
GER,8,"Thomas Holik","Eckhard Busch",SGR,0,0,0,0,0,3
GER,8518,"Klaus Eifler","Jochen Heydolph",SCLW,0,0,0,0,0,4
GER,8482,"Achim Funk","Nette Jansen",SCLW,0,0,0,0,0,5
GER,4601,"Benoit Dehais","Guillaume Catho",SRB,0,0,0,0,0,6
GER,8598,"Fabian Martyson","Udo Wilters",SGR,0,0,0,0,0,7
GER,8697,"Wilfried Stuis","Volker Böhringer",YCN,0,0,0,0,0,8
GER,7989,"Theo Kohl","Birgit Kohl","WWSC 70",0,0,0,0,0,9
GER,8124,"Fabian Kohl","Juliane Kohl","WWSC 70",0,0,0,0,0,10
GER,8204,"Ingo Schneider","Sebastian Hoering",SCLW,0,0,0,0,0,11
GER,8590,"Jürgen Ziegler","Matthias Pfister",SCLW,0,0,0,0,0,12
GER,8666,"Michael Kurzeja","Julius Jacoby",BYC,0,0,0,0,0,13
