Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Boat Name,Points Total,Points Netto,Place
USA,2236,Bill Healy,Sandy Van Zandt,,,,,,,,,,1
,0,Volkmar Neudoerffer,,,,,,,,,,,2
USA,2662,John Marshall,,,,,,,,,,,3
