Country,"Boat Number",Helm,Crew,Club,"Race 1","Race 2","Race 3","Race 4","Race 5",Brutto,Netto,Place
GER,8478,"Malte Christophersen","Sebastian Salein",KAR,2,6,1,1,4,14,,1
GER,8669,"Tim Böger","Thomas Jung",HSC,1,3,5,3,1,13,,2
GER,8665,"Jens-Peter Schlomka","Urs Wihlfart",TSVS,3,1,4,2,2,12,,3
GER,8662,"Jan Stölken","Matthias Brühl",SCU,5,5,2,4,3,19,,4
GER,8590,"Kurt Reincke","Carsten Hehl",HSC,4,8,3,5,6,26,,5
GER,8433,"Jürgen Anton","Ulf Denecke",HSC,7,2,6,10,7,32,,6
GER,6816,"Andreas Jungclaus","Oliver Stieglitz",HSC,6,4,9,6,8,33,,7
GER,8619,"Steve Kwee","Thorsten Spötter",HSC,12,10,7,7,5,41,,8
GER,8500,"Lutz Kandzia","Rainer Lühr",ASV,10,11,8,9,12,50,,9
GER,8538,"Lars Metzner","Enno Thaeter",SVN,19,9,12,8,11,59,,10
GER,7228,"Thomas Kranich","Moritz Kranich",SGR,9,7,13,13,15,57,,11
GER,8575,"Benjamin Bintig","Oliver Korittki",YCO,8,14,10,14,10,56,,12
GER,8480,"Marc Köster","Christoph Köster",BSV-AT,13,13,16,15,9,66,,13
GER,7746,"Christian Lempp","Milan Plogsties",HSC,11,15,19,11,14,70,,14
GER,6767,"Markus Hintz","Julia Tanner",HSC,16,12,15,16,13,72,,15
GER,8370,"Karsten Stümpel","Matthias Struck",HSC,14,16,18,12,18,78,,16
GER,8468,"Ulrich Müller-Menzel","Maren Müller-Menzel",WSRM,15,20,11,"DNF 22",17,85,,17
GER,7443,"Jan Rindermann",Junis,"SC RHE",17,18,20,"DNC 22",16,93,,18
GER,7732,"Julia Hessel","Iris Anton",HSC,18,19,17,18,20,92,,19
GER,7637,"Matthias Fedde","Christian Henge",OSC,20,17,21,17,19,94,,20
GER,6056,"Silke Wittmann","Jan Frederik Waeller",SC4,"DNF 22",21,14,"DNC 22","DNC 22",101,,21
