Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Brutto,Netto,Place
GER,8751,Helen Fischer,Angela Stenger,BYC,OCS 27,3,2,2,1,35,,1
GER,8901,Stefanie Wagner,Wolfgang Stückl,DTYC,3,4,1,6,OCS 27,41,,2
GER,8539,Hendrik Schultz,Ute Oberländer,SCLW,4,5,6,3,3,21,,3
GER,8693,Michael Daisenberger,Florian Lautenschläger,DTYC,2,2,7,9,OCS 27,47,,4
GER,8625,Alex Cross,Falko Braun,SCR,6,11,5,7,2,31,,5
GER,8642,Thoralf Greger,Christoph Klein,ASVG,5,6,10,4,6,31,,6
GER,8777,Stefan Schollmayer,Francisco Sanguino,SCMSP,11,8,8,5,4,36,,7
GER,8807,Franziska Unkelbach,Wolfgang Bogacki,KYC,7,7,9,10,5,38,,8
GER,8744,Christian Kellner,Hans-Heinrich Rix,HSC,1,1,BFD 27,1,OCS 27,57,,9
GER,8562,Thomas Holik,Wolfgang Seifert,SGR,12,9,3,15,DNC 27,66,,10
GER,8507,Benjamin Grosskurth,Thorsten Koch,SCLW,10,10,12,13,7,52,,11
GER,8672,Karsten Contag,Guido von Walter,SCLW,13,22,13,8,8,64,,12
GER,8719,Albrecht Maisch,Frank Letsche,SGK,16,19,4,16,12,67,,13
GER,8519,Robert Wisolek,C. Pirker,SCLW,9,17,11,11,DNF 27,75,,14
GER,8769,Nathalie Friedrich,Claudius Zeiler,SCLW,14,12,15,19,10,70,,15
GER,8691,Günther Böckle,Frank Heimburger,SSCM,OCS 27,18,14,12,9,80,,16
GER,8530,Alexander von Mertens,Klaus Richter,StSC,8,13,20,14,DNF 27,82,,17
GER,7921,Jochen Heydolph,Ivonne Seifert,SCLW,17,14,23,17,11,82,,18
GER,8674,Pedro Bohnenberger,Kersten Weichborn,SCIA,18,16,16,20,14,84,,19
GER,7661,Caroline Szesny,Alexander Wilhelm,FYC,21,15,18,21,15,90,,20
GER,8388,Peter Wolffram,Stephan Ottenschläger,,20,23,24,22,13,102,,21
GER,8518,Klaus Eifler,Thomas Thym,SCLW,15,20,17,DNF 27,DNC 27,106,,22
GER,8697,Wilfried Stuis,Benjamin Lasnier,YCN,OCS 27,25,19,24,16,111,,23
GER,8671,Johan Beacksin,Melanie Tschiche,SCLW,2,21,21,18,DNC 27,89,,24
GER,7851,Christoph Böckle,Timo Böckle,SSCM,22,24,22,23,DNC 27,118,,25
GER,8861,Hans-Otto Frisch,Achim Funk,SCLW,19,DNC 27,DNC 27,DNC 27,DNC 27,127,,26
