Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Brutto,Netto,Place
GER,8507,Armin Eismann,Tino Käcks,SCA,1,2,1,DNC 3,7,4,1
GER,6786,Hendrik Reinhardt,Axel Schult,SVSF,2,1,2,DNC 3,8,5,2
