Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Boat Name,Points Total,Points Netto,Place
USA,9106,Mike Martin,Jeffrey Nelson,,1,2,1,1,1,1,,,1
USA,8762,Howard Hamlin,Andrew Zinn,,2,1,2,3,DNF,2,,,2
USA,8680,Mike Holt,Edward Conrads,,3,3,7,2,DNF,3,,,3
USA,9082,Jeff Miller,Rob Woelfel,,4,5,6,5,DNF,4,,,4
USA,9009,Robert Tennant,Rich Mundell,,8,7,4,7,DNF,5,,,5
USA,8559,Holt Condon,Reeve Dunne,,7,9,9,4,DNF,7,,,6
USA,9042,JB Turney,Justin Shaffer,,9,4,3,9,DNF,DNF,,,7
USA,7156,Aaron Ross,Matthias Kennerknecht,,5,10,5,6,DNF,DNF,,,8
USA,9004,Eben Russell,Jay Miles,,13,8,8,10,DNF,9,,,9
USA,8854,AJ Crane,Blaine Pedlow,,6,11,DNF,11,DNF,6,,,10
USA,7611,Evan Diola,Pat Diola,,11,12,DNF,DNF,DNF,8,,,11
USA,8965,Hasso Plattner,Peter Alarie,,10,6,DNF,8,DNF,DNF,,,12
USA,8868,Piper Dunlap,,,14,14,10,12,DNF,DNF,,,13
USA,,Krysia Pohl,Paul von Grey,,12,13,DNF,13,DNF,DNF,,,14
USA,7069,Ian O'Leary,,,DNS,DNS,DNS,DNS,DNS,DNS,,,15
USA,6984,Antoine Laussu,,,DNS,DNS,DNS,DNS,DNS,DNS,,,15
