Country,"Boat Number",Helm,Crew,Club,"Race 1","Race 2","Race 3","Race 4",Brutto,Netto,Place
GER,8519,"Robert Wisolek","Oliver Paulzen",SCLW,1,2,2,1,6,,1
GER,8652,"Sebastian Dörr","Christian Dörr",HSC,3,1,1,2,7,,2
GER,8633,"Thoralf Greger","Wolfgang Stückl",ASVG,2,5,4,4,15,,3
GER,8562,"Wolfgang Seifert","Christian Voggeser",SCLW,4,4,3,5,16,,4
GER,8580,"Frieder Achterberg","Andreas Achterberg",DTYC,7,6,5,3,21,,5
GER,8642,"Stefan Schollmayer","Francisco Sanguino",SCMSP,6,3,6,"DNC 17",32,,6
GER,7970,"Nils Burghard","Susanne Bauer",SCLW,5,7,7,7,26,,7
GER,8466,"Klaus Rieck","Michael Müller",BSV,8,8,9,8,33,,8
GER,8413,"Martin Eckel","Frederike Geppert",HSC,9,10,"DNC 17",6,42,,9
GER,7548,"Kristine König","Thilo König",BSV,11,11,8,10,40,,10
GER,8530,"Alexander von Mertens","Ulrike Kopetz",StSC,10,12,10,11,43,,11
GER,8049,Müller,"Christian Meissner",YCSS,12,9,14,14,49,,12
GER,7921,"Jochen Heydolph","Eckhard Busch",SCLW,"DNC 17",15,13,8,53,,13
GER,8518,"Klaus Eifler","Nathalie Friedrich",SCLW,15,13,11,13,52,,14
GER,7768,"Christina Friedrich","Thorsten Koch",DHH-RG,13,14,12,15,54,,15
GER,7442,"Claudius Zeiler","L. Klatzka",SGR,14,16,"DNC 17",12,59,,16
