Country,"Boat Number",Helm,Crew,Club,"Race 1","Race 2","Race 3","Race 4",Brutto,Netto,Place
GER,8670,"Martin Görge","Rainer Görge",TSVS,1,2,2,2,7,,1
GER,8725,"Tom Gosch","Rolf Meyer",ENSFV,4,1,3,1,9,,2
GER,8659,"Axel Oberemm","Gerd Linnemann",BYC-SC,5,5,5,6,21,,3
GER,8550,"Dietrich Scheder-Bieschin","Martin Schöler",NRV,7,13,4,7,31,,4
GER,8563,"Matthias Jetschke","Jens Weishaupt",WSCW,9,4,10,8,31,,5
GER,8730,"Jörg Häger","Thorsten Drewes",SCB,8,11,9,5,33,,6
GER,8542,"Tom Swift","Arnd Hover",NRV,6,8,11,9,34,,7
GER,8609,"Christian Müllejans","Thomas Jung",SVWu,11,9,7,16,43,,8
GER,8750,"Wolfgang Hunger","Holger Jess",PYC,2,"OCS 39",1,3,45,,9
GER,8539,"Olaf Oberländer","Ute Oberländer",CKA,13,16,8,13,50,,10
GER,8505,"Adalbert Kluck","Gerhard Schmidt",TSVS,19,15,13,4,51,,11
GER,8747,"Jörg Thumann","Oliver Stieglitz",TuSJ,23,6,15,11,55,,12
GER,8466,"Klaus Rieck","Sven Friedrich",BSV,18,7,18,12,55,,13
GER,8404,"Oliver Holste","Eike Dietrich",WSCW,14,14,14,15,57,,14
GER,8663,"Claas Lehmann","Sven Kurka",NRV,10,3,6,"OCS 39",58,,15
GER,8522,"Torsten Hessler","Klaus Hönemann",SVSE,12,17,12,19,60,,16
GER,8370,"Michael Rehberg","Harald Nowka",VBS,16,19,16,18,69,,17
GER,8424,"Peter Gerdts","Karsten Lahrs",HSC,20,20,24,14,78,,18
GER,8662,"Jan Stölken","Matthias Gotthard",SCU,22,29,20,17,88,,19
GER,8634,"Oliver Booth","Gerrit Haaland",HSC,21,26,26,20,93,,20
GER,8675,"Volker Görge","Marlies Endjer",TSVS,17,18,19,"DNC 39",93,,21
GER,8590,"Stefan Köchlin","Paul Young",SKF,3,12,"DNC 39","DNC 39",93,,22
GER,8430,"Klaus Heeschen","Kai-Uwe Weiss",WSCW,28,28,22,21,99,,23
GER,8465,"Jens Hufnagel","Markus Schöner",ScStM,"OCS 39",10,"DSQ 39",10,98,,24
GER,8279,"Maike Miechelsen","Kay-Enno Brink",WSU,26,27,25,24,102,,25
GER,7878,"Karsten Steinbach","Michael Schindler",ASV,30,23,27,23,103,,26
GER,8601,"Christian Koch","Jan Büscher",TSVS,27,21,"DNC 39",22,109,,27
GER,8531,"Jürgen Hatje","Ole Günther",KYC,15,"DNC 39",17,"DNC 39",110,,28
GER,8471,"Jörg Morche","Oliver Deutschbein",BSV,24,22,29,"DNC 39",114,,29
GER,8725,"Jörn Richter","Antje Gosch",ENSFR,25,31,21,"DNC 39",116,,30
GER,8665,"Jens-Peter Schlomka","Norman Schlomka",TSVS,29,25,23,"DNC 39",116,,31
GER,8664,"Franziska Unkelbach","Caroline von Dahl",KYC,31,30,31,"DNC 39",131,,32
GER,8057,"Thomas Brodersen","Jan Tofaute",YFS,34,33,28,"DNC 39",134,,33
GER,8433,"Jürgen Anton","Jürgen Wasceszio",HSC,"DNC 39",32,30,"DNC 39",140,,34
GER,8507,"Armin Eismann","Tino Käcks",SCA,"DNC 39",24,"DNC 39","DNC 39",141,,35
GER,8575,"Jürgen Waldheim","Bettina Dittemer",PYC,32,34,"DNF 39","DNC 39",144,,36
GER,6611,"Gorch Stegen","Vinker Perrin",WVM,33,35,"DNC 39","DNC 39",146,,37
GER,8222,"Björn von Dahl","Andrea Schawitzke",,"DNC 39","DNC 39",32,"DNC 39",149,,38
