Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Boat Name,Points Total,Points Netto,Place
USA,8758,Erik Coburn,,Port Townsend Sailing Association,,,,,,Cloudsplitter,,,
USA,8829,Miles Johannessen,,PCYC,,,,,,None,,,
USA,9208,Blaine Pedlow,Elsa Balton,PCYC / StFYc,,,,,,Aguafiestas,,,
USA,8576,Mike Punnett,Paul VonGrey,PCYC,,,,,,None,,,
USA,9083,Aaron Ross,Rob Waterman,SCYC/ABYC,,,,,,Rob's Olde Boat,,,
USA,,Courtney Starks,Curran Wilbour,PCYC,,,,,,Sooke,,,
