,SAIL NUMBER,SAILORS,,CLUB/ORG,R1,R2,R3,R4,R5,R6,BOAT NAME,TOTAL,NET,
USA,8822,David Burchfiel,Russell Miller,Fleet #155 - Carolina Sailing Club,1,1,1,1,1,[DNS - 2],Wicked Pissa,7,5,1
