Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Boat Name,Points Total,Points Netto,Place
USA,,Jay Golison,Jackey Golison,,1,,,,,,,,
USA,,Howard,Mike,,,1,,,,,,,
USA,,Bruce,Chris,,,,,,,,,,
USA,,Mark,Allison,,,,,,,,,,
USA,,,,,,,,,,,,,
USA,,,,,,,,,,,,,
USA,,,,,,,,,,,,,
USA,,,,,,,,,,,,,
USA,,,,,,,,,,,,,
USA,,,,,,,,,,,,,
USA,,,,,,,,,,,,,
USA,,,,,,,,,,,,,
USA,,,,,,,,,,,,,
USA,,,,,,,,,,,,,
USA,,,,,,,,,,,,,
USA,,,,,,,,,,,,,
USA,,,,,,,,,,,,,
