,,,,,,,
FRA,,Buffet,Fleury ,C.V.P.,,0,1
FRA,,Lallemand Freres,,Y.C.I.F.,,9,2
FRA,,Banel,Wals,C.V.P.,,17.1,3
FRA,,Buquet,Chaffaux,C.V.M.V.,,21.7,4
FRA,,Mageux,Grim Bert,C.V.P.,,31,5
