Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Boat Name,Points Total,Points Netto,Place
USA,8643,Barney Harris,Randy Beck/Jesse Falsone,,1,2,1,2,1,TEAM SPOT,7,7,1
USA,8012,Henry Amthor,Doug Amthor,,2,1,2,1,2,,8,8,2
USA,7793,Dave Dussia,Leslie Crane,,3,3,3,3,3,,15,15,3
USA,6495,Greg Schuster,Bob Mitcheltree,,DNS,DNS,4,4,4,,22,22,4
