Country,Boat Number,Helm,Crew,Club,Race 1,Race 2,Race 3,Race 4,Race 5,Boat Name,Points Total,Points Netto,Place
USA,0,Greg Lawson,Bill Ball,,,,,,,,,,1
USA,4529,Jeff Brauch,Dan Downing,,,,,,,,,,2
USA,0,Jeff Miller,Bob Sutton,,,,,,,,,,3
