,Sail No.,Skipper,Crew,,,,
CAN,7605,Renka Gesing,Adam Gesing,,,,1
CAN,8442,Debbie Ashby,Michael Hoffman,,,,2
CAN,8233,François Bertrand,Alain Molimard,,,,3
CAN,7796,Hugh Morrin,Dave Adams,,,,4
CAN,8260,Shona Moss Lovshin,Steve Lovshin,,,,5
,5080,Mike Agrell,Kristy Agrell,,,,6
,7823,Mike Doell,Jorge Villagran,,,,7
CAN,3944,Angus Ross,Jim MacLachlan,,,,8
,3967,Alastair Martin,John Martin,,,,9
CAN,7951,Jennifer Witzel,Peter Milan,,,,10
